session_id,customer_id,session_date,traffic_source,device,converted
50,3,2025-04-01,Organic,Desktop,0
51,3,2024-08-29,Organic,Mobile,0
52,3,2024-02-12,Organic,Mobile,1
53,3,2024-09-09,Organic,Mobile,1
54,3,2025-07-06,Organic,Mobile,1
55,3,2025-01-19,Organic,Mobile,1
56,3,2025-09-28,Organic,Mobile,0
57,3,2025-02-15,Organic,Mobile,0
58,4,2024-11-12,Google Ads,Mobile,1
59,4,2024-10-21,Google Ads,Mobile,0
60,4,2024-10-15,Google Ads,Mobile,0
61,4,2024-02-13,Google Ads,Mobile,1
62,4,2025-01-29,Google Ads,Mobile,0
63,4,2024-12-19,Google Ads,Desktop,1
64,4,2024-05-23,Google Ads,Desktop,0
65,4,2025-02-13,Google Ads,Mobile,0
66,4,2024-10-11,Google Ads,Desktop,0
67,4,2025-11-12,Google Ads,Mobile,0
68,4,2025-09-04,Google Ads,Desktop,1
69,4,2025-08-12,Google Ads,Mobile,0
70,4,2025-06-14,Google Ads,Mobile,0
71,4,2024-06-18,Google Ads,Desktop,0
72,4,2025-05-29,Google Ads,Desktop,1
73,4,2024-07-28,Google Ads,Desktop,0
74,4,2024-11-03,Google Ads,Mobile,1
75,4,2024-11-14,Google Ads,Mobile,0
76,4,2025-01-16,Google Ads,Mobile,0
77,4,2024-06-28,Google Ads,Mobile,0
78,4,2024-01-08,Google Ads,Mobile,0
79,4,2024-03-18,Google Ads,Mobile,0
80,4,2025-08-29,Google Ads,Desktop,0
81,4,2024-07-15,Google Ads,Mobile,0
82,4,2024-05-11,Google Ads,Mobile,0
83,4,2025-08-15,Google Ads,Mobile,1
84,4,2025-04-29,Google Ads,Mobile,1
85,4,2025-03-01,Google Ads,Desktop,0
86,4,2025-07-23,Google Ads,Desktop,0
87,4,2025-03-10,Google Ads,Mobile,0
88,4,2025-08-26,Google Ads,Mobile,0
89,5,2024-09-10,Google Ads,Mobile,0
90,5,2024-08-29,Google Ads,Mobile,1
91,5,2025-06-25,Google Ads,Mobile,1
92,5,2024-03-24,Google Ads,Desktop,0
93,5,2025-05-28,Google Ads,Mobile,1
94,5,2024-04-23,Google Ads,Mobile,0
95,5,2024-02-24,Google Ads,Desktop,0
96,5,2024-06-12,Google Ads,Desktop,0
97,5,2024-04-14,Google Ads,Mobile,1
98,5,2024-06-12,Google Ads,Mobile,0
99,5,2025-08-12,Google Ads,Mobile,0
100,5,2025-03-23,Google Ads,Mobile,0
101,6,2024-08-16,Facebook,Mobile,0
102,6,2024-12-03,Facebook,Mobile,1
103,6,2024-06-17,Facebook,Desktop,1
104,6,2024-04-05,Facebook,Mobile,0
105,6,2024-06-15,Facebook,Mobile,0
106,6,2025-10-20,Facebook,Mobile,0
107,6,2025-09-19,Facebook,Mobile,1
108,6,2025-11-18,Facebook,Mobile,0
109,6,2024-07-05,Facebook,Mobile,0
110,6,2025-03-16,Facebook,Desktop,0
111,6,2025-12-07,Facebook,Mobile,0
112,6,2024-01-19,Facebook,Mobile,1
113,6,2025-10-23,Facebook,Mobile,0
114,6,2025-07-29,Facebook,Desktop,0
115,6,2024-06-22,Facebook,Mobile,0
116,6,2025-05-14,Facebook,Mobile,0
117,6,2025-07-25,Facebook,Desktop,0
118,6,2024-06-29,Facebook,Mobile,0
119,6,2025-09-25,Facebook,Mobile,0
120,6,2025-07-08,Facebook,Desktop,0
121,6,2025-03-23,Facebook,Mobile,0
122,6,2024-02-10,Facebook,Desktop,0
123,6,2024-05-02,Facebook,Mobile,0
124,6,2024-07-14,Facebook,Mobile,1
125,6,2024-03-16,Facebook,Mobile,0
126,6,2024-12-16,Facebook,Mobile,0
127,6,2024-08-30,Facebook,Desktop,1
128,6,2025-07-16,Facebook,Mobile,0
129,6,2025-06-23,Facebook,Mobile,0
130,6,2025-05-11,Facebook,Mobile,1
131,6,2025-06-06,Facebook,Mobile,0
132,7,2025-09-13,Organic,Mobile,0
133,7,2025-01-17,Organic,Mobile,0
134,7,2024-04-15,Organic,Mobile,1
135,7,2025-08-04,Organic,Desktop,1
136,7,2024-09-10,Organic,Mobile,0
137,7,2024-03-17,Organic,Mobile,0
138,7,2025-03-12,Organic,Mobile,0
139,7,2025-09-03,Organic,Desktop,1
140,7,2024-02-22,Organic,Mobile,1
141,7,2024-12-11,Organic,Mobile,0
142,7,2025-10-23,Organic,Mobile,0
143,7,2025-07-31,Organic,Mobile,0
144,7,2024-01-18,Organic,Mobile,0
145,7,2024-07-23,Organic,Mobile,0
146,7,2024-02-09,Organic,Mobile,1
147,7,2024-04-04,Organic,Desktop,0
148,7,2025-08-16,Organic,Mobile,0
149,7,2024-11-08,Organic,Mobile,0
150,7,2025-02-13,Organic,Mobile,1
151,7,2025-01-01,Organic,Mobile,1
152,7,2024-06-29,Organic,Mobile,0
153,7,2024-09-27,Organic,Desktop,0
154,7,2024-08-15,Organic,Mobile,1
155,8,2025-10-14,Organic,Mobile,1
156,8,2025-11-29,Organic,Desktop,1
157,8,2025-11-09,Organic,Desktop,1
158,8,2024-07-05,Organic,Mobile,0
159,8,2024-05-09,Organic,Mobile,1
160,8,2025-01-26,Organic,Mobile,0
161,8,2024-09-22,Organic,Mobile,0
162,8,2025-06-15,Organic,Desktop,0
163,8,2025-12-03,Organic,Desktop,0
164,8,2025-05-02,Organic,Mobile,0
165,8,2024-09-13,Organic,Mobile,0
166,8,2024-04-15,Organic,Mobile,1
167,8,2024-01-17,Organic,Mobile,0
168,8,2025-10-15,Organic,Mobile,0
169,8,2025-03-13,Organic,Mobile,0
170,8,2025-01-01,Organic,Mobile,0
171,8,2024-03-25,Organic,Mobile,0
172,8,2025-02-26,Organic,Mobile,1
173,8,2025-12-18,Organic,Mobile,1
174,8,2025-11-23,Organic,Mobile,0
175,9,2025-07-12,Organic,Mobile,0
176,9,2025-06-06,Organic,Mobile,1
177,9,2024-07-02,Organic,Mobile,1
178,9,2025-10-08,Organic,Mobile,1
179,9,2024-05-28,Organic,Mobile,1
180,9,2024-06-14,Organic,Mobile,0
181,9,2025-11-11,Organic,Mobile,0
182,9,2025-11-05,Organic,Mobile,1
183,9,2024-04-15,Organic,Mobile,0
184,9,2025-12-24,Organic,Mobile,1
185,9,2024-01-06,Organic,Mobile,0
186,10,2024-12-04,Google Ads,Desktop,0
187,10,2024-03-09,Google Ads,Mobile,0
188,10,2025-06-23,Google Ads,Mobile,0
189,10,2025-02-06,Google Ads,Mobile,0
190,10,2024-02-24,Google Ads,Mobile,0
191,10,2024-03-12,Google Ads,Mobile,0
192,10,2024-12-04,Google Ads,Mobile,0
193,10,2025-06-21,Google Ads,Mobile,0
194,10,2024-06-10,Google Ads,Mobile,0
195,10,2024-10-27,Google Ads,Desktop,1
196,10,2024-10-15,Google Ads,Desktop,0
197,10,2025-02-07,Google Ads,Desktop,0
198,10,2024-03-14,Google Ads,Mobile,0
199,10,2025-07-18,Google Ads,Mobile,1
200,10,2025-09-22,Google Ads,Desktop,0
201,10,2025-06-27,Google Ads,Mobile,0
202,10,2025-09-02,Google Ads,Mobile,0
203,10,2025-09-03,Google Ads,Mobile,0
204,10,2025-02-28,Google Ads,Desktop,0
205,10,2025-03-17,Google Ads,Desktop,1
206,10,2025-06-23,Google Ads,Mobile,0
207,10,2025-06-10,Google Ads,Mobile,1
208,10,2025-01-31,Google Ads,Mobile,0
209,10,2024-06-27,Google Ads,Mobile,0
210,10,2024-01-08,Google Ads,Mobile,1
211,10,2024-07-27,Google Ads,Mobile,1
212,10,2024-05-25,Google Ads,Mobile,0
213,10,2024-10-10,Google Ads,Mobile,1
214,11,2024-03-13,Google Ads,Mobile,0
215,11,2024-10-10,Google Ads,Mobile,1
216,11,2025-03-28,Google Ads,Desktop,1
217,11,2024-08-06,Google Ads,Desktop,0
218,11,2024-06-30,Google Ads,Mobile,1
219,11,2025-02-20,Google Ads,Mobile,0
220,11,2024-11-04,Google Ads,Mobile,0
221,11,2025-09-03,Google Ads,Mobile,0
222,11,2024-05-24,Google Ads,Mobile,0
223,11,2025-11-24,Google Ads,Mobile,0
224,11,2025-01-10,Google Ads,Mobile,0
225,11,2025-09-20,Google Ads,Mobile,0
226,11,2024-02-11,Google Ads,Mobile,0
227,11,2025-01-31,Google Ads,Desktop,0
228,11,2024-07-12,Google Ads,Mobile,1
229,11,2025-07-09,Google Ads,Mobile,0
230,11,2024-06-22,Google Ads,Mobile,1
231,11,2024-09-11,Google Ads,Mobile,1
232,11,2024-10-13,Google Ads,Mobile,0
233,11,2025-09-09,Google Ads,Mobile,0
234,11,2024-08-08,Google Ads,Mobile,0
235,11,2024-04-14,Google Ads,Desktop,0
236,11,2024-10-16,Google Ads,Desktop,0
237,11,2025-05-27,Google Ads,Desktop,0
238,11,2024-12-22,Google Ads,Mobile,0
239,11,2025-05-24,Google Ads,Mobile,0
240,11,2024-02-28,Google Ads,Mobile,1
241,11,2024-11-13,Google Ads,Desktop,1
242,11,2025-02-01,Google Ads,Mobile,0
243,11,2024-10-20,Google Ads,Desktop,1
244,11,2025-08-20,Google Ads,Mobile,0
245,11,2025-02-10,Google Ads,Mobile,0
246,11,2025-01-03,Google Ads,Mobile,0
247,11,2024-05-30,Google Ads,Mobile,1
248,12,2024-12-06,Referral,Mobile,0
249,12,2024-12-16,Referral,Mobile,0
250,12,2024-10-25,Referral,Mobile,0
251,12,2024-11-21,Referral,Mobile,0
252,12,2024-02-02,Referral,Mobile,1
253,12,2025-12-12,Referral,Mobile,0
254,12,2025-06-16,Referral,Desktop,0
255,12,2024-01-28,Referral,Mobile,0
256,12,2024-05-13,Referral,Mobile,1
257,12,2025-06-09,Referral,Mobile,0
258,12,2024-09-27,Referral,Mobile,0
259,12,2025-05-14,Referral,Mobile,1
260,12,2024-12-18,Referral,Mobile,0
261,12,2025-08-14,Referral,Desktop,0
262,12,2025-04-10,Referral,Mobile,0
263,12,2024-10-28,Referral,Mobile,0
264,12,2024-07-25,Referral,Mobile,0
265,12,2024-10-18,Referral,Desktop,0
266,12,2025-07-30,Referral,Mobile,0
267,12,2025-06-16,Referral,Desktop,0
268,12,2024-04-08,Referral,Mobile,0
269,12,2024-05-10,Referral,Mobile,0
270,12,2025-10-29,Referral,Mobile,0
271,12,2024-06-13,Referral,Desktop,0
272,12,2024-12-18,Referral,Desktop,1
273,12,2024-09-10,Referral,Mobile,0
274,12,2024-10-20,Referral,Mobile,0
275,12,2024-01-31,Referral,Mobile,0
276,12,2025-10-27,Referral,Mobile,0
277,13,2025-06-16,Google Ads,Mobile,1
278,13,2025-10-27,Google Ads,Desktop,0
279,13,2024-06-08,Google Ads,Mobile,1
280,13,2025-06-15,Google Ads,Mobile,0
281,13,2025-08-17,Google Ads,Mobile,1
282,13,2025-03-11,Google Ads,Mobile,0
283,13,2024-01-02,Google Ads,Mobile,0
284,13,2024-03-26,Google Ads,Mobile,0
285,13,2025-07-24,Google Ads,Desktop,1
286,13,2025-08-30,Google Ads,Mobile,0
287,13,2024-09-04,Google Ads,Mobile,0
288,13,2024-10-21,Google Ads,Mobile,0
289,13,2024-06-01,Google Ads,Desktop,1
290,14,2024-02-02,Instagram,Mobile,0
291,14,2024-04-14,Instagram,Mobile,0
292,14,2024-11-04,Instagram,Mobile,0
293,14,2025-05-17,Instagram,Mobile,0
294,14,2025-03-19,Instagram,Desktop,0
295,14,2024-10-25,Instagram,Mobile,0
296,14,2025-09-12,Instagram,Mobile,0
297,14,2024-12-23,Instagram,Desktop,1
298,14,2024-03-05,Instagram,Mobile,0
299,14,2024-09-08,Instagram,Desktop,1
300,14,2025-12-20,Instagram,Mobile,0
301,14,2024-04-13,Instagram,Mobile,0
302,14,2025-08-01,Instagram,Desktop,0
303,14,2024-09-21,Instagram,Mobile,0
304,14,2024-10-12,Instagram,Desktop,1
305,14,2024-03-11,Instagram,Desktop,0
306,14,2025-02-03,Instagram,Mobile,0
307,14,2024-03-27,Instagram,Mobile,0
308,14,2024-12-12,Instagram,Mobile,0
309,14,2025-01-04,Instagram,Mobile,0
310,14,2024-03-13,Instagram,Mobile,1
311,14,2025-04-01,Instagram,Mobile,0
312,14,2025-09-14,Instagram,Desktop,1
313,14,2025-10-14,Instagram,Desktop,0
314,14,2025-04-13,Instagram,Mobile,0
315,14,2025-04-22,Instagram,Desktop,1
316,14,2025-05-08,Instagram,Mobile,0
317,14,2024-11-18,Instagram,Mobile,0
318,14,2025-07-20,Instagram,Mobile,1
319,15,2025-02-23,Google Ads,Mobile,1
320,15,2024-01-14,Google Ads,Mobile,0
321,15,2025-02-26,Google Ads,Mobile,0
322,15,2024-12-21,Google Ads,Mobile,0
323,15,2024-10-18,Google Ads,Mobile,0
324,15,2024-02-27,Google Ads,Mobile,0
325,15,2025-10-06,Google Ads,Mobile,1
326,15,2024-12-08,Google Ads,Desktop,0
327,15,2024-06-30,Google Ads,Mobile,0
328,15,2024-05-19,Google Ads,Mobile,0
329,15,2024-06-06,Google Ads,Desktop,0
330,15,2025-12-13,Google Ads,Desktop,0
331,16,2024-11-29,Organic,Mobile,1
332,16,2024-02-09,Organic,Mobile,0
333,16,2024-01-31,Organic,Desktop,1
334,16,2025-11-12,Organic,Mobile,1
335,16,2025-08-04,Organic,Mobile,1
336,16,2025-01-23,Organic,Mobile,0
337,16,2025-03-07,Organic,Mobile,0
338,16,2025-06-29,Organic,Mobile,0
339,16,2025-10-01,Organic,Mobile,0
340,16,2024-06-11,Organic,Mobile,1
341,16,2025-08-19,Organic,Mobile,0
342,16,2024-08-30,Organic,Mobile,0
343,16,2024-09-07,Organic,Mobile,0
344,16,2025-02-28,Organic,Mobile,0
345,16,2025-08-02,Organic,Mobile,0
346,16,2025-11-01,Organic,Mobile,0
347,16,2024-08-03,Organic,Mobile,1
348,16,2025-05-19,Organic,Mobile,0
349,16,2025-06-03,Organic,Desktop,0
350,16,2024-04-01,Organic,Mobile,1
351,16,2025-12-11,Organic,Desktop,0
352,16,2025-10-25,Organic,Mobile,0
353,16,2025-11-16,Organic,Mobile,0
354,16,2024-04-29,Organic,Mobile,0
355,16,2024-02-16,Organic,Desktop,0
356,16,2025-07-28,Organic,Desktop,1
357,16,2025-06-19,Organic,Desktop,1
358,16,2024-06-02,Organic,Mobile,0
359,17,2025-04-30,Instagram,Desktop,0
360,17,2024-01-03,Instagram,Mobile,0
361,17,2024-11-12,Instagram,Mobile,0
362,17,2025-10-26,Instagram,Desktop,0
363,17,2025-09-16,Instagram,Mobile,0
364,17,2025-07-23,Instagram,Mobile,0
365,17,2024-02-24,Instagram,Mobile,0
366,17,2025-08-09,Instagram,Desktop,1
367,17,2024-03-31,Instagram,Desktop,0
368,17,2025-08-13,Instagram,Desktop,0
369,17,2025-12-29,Instagram,Desktop,1
370,18,2024-10-25,Referral,Mobile,0
371,18,2025-05-25,Referral,Mobile,0
372,18,2025-09-11,Referral,Mobile,0
373,18,2025-08-13,Referral,Mobile,0
374,18,2024-06-06,Referral,Mobile,0
375,18,2024-03-04,Referral,Mobile,0
376,18,2024-10-07,Referral,Mobile,0
377,18,2025-09-16,Referral,Mobile,0
378,18,2024-04-24,Referral,Desktop,0
379,18,2024-09-21,Referral,Desktop,1
380,18,2025-02-13,Referral,Mobile,1
381,18,2025-05-28,Referral,Mobile,1
382,18,2024-08-16,Referral,Mobile,0
383,18,2025-03-06,Referral,Mobile,0
384,18,2025-10-07,Referral,Mobile,0
385,18,2025-05-03,Referral,Mobile,0
386,18,2024-04-12,Referral,Desktop,0
387,18,2024-08-10,Referral,Mobile,1
388,18,2025-04-13,Referral,Mobile,1
389,18,2024-01-02,Referral,Desktop,0
390,18,2025-12-26,Referral,Mobile,1
391,18,2024-03-28,Referral,Mobile,0
392,18,2024-03-23,Referral,Mobile,0
393,18,2025-01-28,Referral,Desktop,1
394,18,2024-10-11,Referral,Desktop,1
395,18,2024-07-24,Referral,Mobile,0
396,18,2025-01-23,Referral,Mobile,0
397,18,2025-09-23,Referral,Mobile,0
398,19,2024-08-15,Google Ads,Mobile,0
399,19,2024-12-26,Google Ads,Mobile,0
400,19,2024-03-01,Google Ads,Mobile,0
401,19,2024-11-02,Google Ads,Mobile,0
402,19,2024-01-02,Google Ads,Mobile,0
403,19,2025-08-19,Google Ads,Mobile,1
404,19,2025-10-13,Google Ads,Mobile,0
405,19,2025-07-10,Google Ads,Mobile,1
406,19,2025-02-03,Google Ads,Desktop,0
407,19,2024-07-27,Google Ads,Mobile,0
408,19,2024-12-28,Google Ads,Desktop,0
409,19,2025-11-14,Google Ads,Desktop,0
410,19,2025-05-02,Google Ads,Mobile,1
411,19,2025-02-28,Google Ads,Mobile,0
412,19,2025-09-21,Google Ads,Desktop,1
413,19,2024-02-05,Google Ads,Mobile,1
414,19,2025-03-16,Google Ads,Mobile,0
415,19,2024-11-30,Google Ads,Desktop,1
416,19,2025-05-23,Google Ads,Desktop,0
417,19,2025-11-23,Google Ads,Mobile,1
418,19,2025-06-03,Google Ads,Mobile,0
419,19,2024-07-17,Google Ads,Mobile,0
420,19,2024-04-06,Google Ads,Mobile,1
421,19,2025-10-06,Google Ads,Mobile,1
422,19,2025-03-23,Google Ads,Mobile,1
423,19,2024-12-16,Google Ads,Mobile,0
424,19,2024-04-15,Google Ads,Mobile,1
425,20,2025-09-22,Referral,Mobile,0
426,20,2025-04-04,Referral,Mobile,1
427,20,2025-05-17,Referral,Desktop,1
428,20,2024-11-07,Referral,Mobile,0
429,20,2024-04-12,Referral,Mobile,0
430,20,2025-01-11,Referral,Mobile,0
431,20,2024-03-22,Referral,Mobile,0
432,20,2024-02-08,Referral,Mobile,0
433,20,2024-01-12,Referral,Desktop,1
434,20,2024-04-04,Referral,Desktop,0
435,20,2024-06-16,Referral,Desktop,0
436,20,2024-07-24,Referral,Mobile,0
437,20,2025-11-03,Referral,Mobile,0
438,20,2024-03-17,Referral,Mobile,0
439,20,2024-08-01,Referral,Mobile,1
440,20,2025-11-03,Referral,Mobile,0
441,20,2024-09-22,Referral,Mobile,0
442,20,2024-01-19,Referral,Mobile,0
443,20,2025-09-03,Referral,Mobile,0
444,20,2024-04-15,Referral,Mobile,0
445,20,2024-11-22,Referral,Mobile,0
446,20,2025-10-31,Referral,Mobile,0
447,20,2025-09-23,Referral,Mobile,0
448,20,2024-09-16,Referral,Mobile,0
449,20,2025-09-23,Referral,Mobile,1
450,20,2024-11-30,Referral,Mobile,1
451,20,2025-10-08,Referral,Desktop,0
452,20,2025-02-17,Referral,Mobile,0
453,20,2024-10-11,Referral,Desktop,0
454,20,2025-08-19,Referral,Mobile,0
455,21,2024-05-11,Instagram,Mobile,0
456,21,2025-02-02,Instagram,Desktop,0
457,21,2024-10-01,Instagram,Mobile,1
458,21,2025-02-08,Instagram,Mobile,0
459,21,2025-02-26,Instagram,Mobile,0
460,21,2025-08-23,Instagram,Desktop,1
461,21,2025-06-25,Instagram,Mobile,0
462,21,2024-05-08,Instagram,Mobile,1
463,21,2025-11-09,Instagram,Desktop,0
464,21,2025-03-04,Instagram,Mobile,0
465,21,2024-05-09,Instagram,Desktop,0
466,21,2025-03-08,Instagram,Mobile,0
467,21,2024-07-11,Instagram,Mobile,0
468,21,2025-09-07,Instagram,Desktop,0
469,21,2024-05-19,Instagram,Mobile,0
470,21,2024-05-11,Instagram,Mobile,0
471,21,2024-02-17,Instagram,Desktop,0
472,21,2024-04-05,Instagram,Mobile,0
473,22,2025-10-08,Referral,Mobile,0
474,22,2025-04-09,Referral,Desktop,0
475,22,2024-04-29,Referral,Mobile,0
476,22,2024-06-12,Referral,Mobile,1
477,22,2024-07-01,Referral,Mobile,0
478,22,2025-02-18,Referral,Mobile,0
479,22,2025-08-12,Referral,Mobile,0
480,22,2025-12-26,Referral,Mobile,0
481,22,2025-05-28,Referral,Mobile,0
482,22,2024-03-11,Referral,Mobile,1
483,22,2025-07-27,Referral,Mobile,0
484,22,2025-03-18,Referral,Mobile,1
485,23,2025-03-26,Referral,Mobile,0
486,23,2024-11-24,Referral,Desktop,0
487,23,2024-09-24,Referral,Mobile,0
488,23,2024-11-28,Referral,Mobile,0
489,23,2025-02-24,Referral,Desktop,0
490,23,2024-03-12,Referral,Mobile,0
491,23,2024-09-26,Referral,Mobile,0
492,23,2024-12-09,Referral,Mobile,0
493,23,2024-10-21,Referral,Mobile,0
494,24,2025-09-22,Organic,Mobile,1
495,24,2024-12-06,Organic,Mobile,0
496,24,2024-11-13,Organic,Mobile,0
497,24,2024-01-28,Organic,Mobile,0
498,24,2024-07-07,Organic,Mobile,0
499,24,2024-07-22,Organic,Desktop,0
500,24,2024-09-20,Organic,Mobile,0
501,24,2024-02-17,Organic,Desktop,0
502,24,2024-09-04,Organic,Mobile,0
503,24,2025-01-28,Organic,Desktop,0
504,24,2025-06-14,Organic,Mobile,0
505,24,2024-06-02,Organic,Desktop,0
506,24,2025-05-20,Organic,Mobile,0
507,24,2024-02-18,Organic,Mobile,1
508,24,2024-10-04,Organic,Mobile,0
509,24,2025-09-10,Organic,Mobile,0
510,25,2025-12-21,Instagram,Mobile,0
511,25,2024-03-14,Instagram,Desktop,0
512,25,2025-10-30,Instagram,Mobile,0
513,25,2024-09-29,Instagram,Mobile,0
514,25,2024-09-26,Instagram,Mobile,1
515,25,2025-03-02,Instagram,Mobile,1
516,25,2025-02-21,Instagram,Mobile,0
517,25,2024-07-09,Instagram,Mobile,0
518,25,2025-05-26,Instagram,Desktop,0
519,25,2025-11-18,Instagram,Desktop,0
520,25,2024-02-26,Instagram,Desktop,0
521,25,2024-07-20,Instagram,Mobile,0
522,25,2025-01-15,Instagram,Mobile,0
523,25,2025-12-19,Instagram,Desktop,0
524,25,2024-04-08,Instagram,Mobile,0
525,25,2025-04-04,Instagram,Mobile,0
526,25,2024-03-15,Instagram,Mobile,0
527,25,2024-06-13,Instagram,Mobile,1
528,25,2025-11-07,Instagram,Mobile,0
529,25,2024-11-26,Instagram,Mobile,0
530,25,2025-04-01,Instagram,Mobile,1
531,25,2025-02-12,Instagram,Mobile,0
532,25,2024-06-08,Instagram,Mobile,0
533,25,2025-06-05,Instagram,Desktop,0
534,25,2024-09-16,Instagram,Mobile,0
535,25,2025-12-27,Instagram,Mobile,1
536,25,2025-10-07,Instagram,Mobile,0
537,25,2025-03-30,Instagram,Mobile,0
538,25,2024-10-25,Instagram,Mobile,0
539,25,2024-11-19,Instagram,Mobile,1
540,25,2025-02-25,Instagram,Desktop,0
541,26,2025-03-28,Organic,Desktop,1
542,26,2024-01-30,Organic,Mobile,0
543,26,2025-10-15,Organic,Mobile,0
544,26,2025-02-26,Organic,Desktop,0
545,26,2025-11-04,Organic,Desktop,0
546,26,2024-11-04,Organic,Desktop,0
547,26,2024-02-03,Organic,Desktop,0
548,26,2025-10-19,Organic,Mobile,1
549,26,2025-08-07,Organic,Mobile,0
550,26,2024-02-28,Organic,Mobile,1
551,26,2024-01-19,Organic,Desktop,0
552,26,2025-07-30,Organic,Desktop,0
553,26,2024-12-12,Organic,Mobile,1
554,27,2024-02-16,Organic,Mobile,0
555,27,2025-04-20,Organic,Mobile,0
556,27,2024-01-07,Organic,Mobile,0
557,27,2025-03-07,Organic,Mobile,0
558,27,2024-04-09,Organic,Mobile,0
559,27,2025-11-16,Organic,Mobile,0
560,27,2024-12-05,Organic,Mobile,0
561,27,2025-11-19,Organic,Mobile,1
562,27,2024-09-18,Organic,Mobile,0
563,27,2025-06-08,Organic,Mobile,0
564,27,2025-01-03,Organic,Mobile,0
565,27,2025-09-17,Organic,Desktop,0
566,27,2024-11-30,Organic,Desktop,1
567,27,2025-06-03,Organic,Mobile,1
568,27,2025-06-24,Organic,Mobile,1
569,27,2024-11-22,Organic,Mobile,1
570,27,2025-01-27,Organic,Mobile,0
571,27,2025-04-29,Organic,Mobile,0
572,27,2024-06-12,Organic,Mobile,0
573,27,2025-04-11,Organic,Mobile,0
574,28,2024-03-12,Instagram,Desktop,0
575,28,2025-02-28,Instagram,Desktop,0
576,28,2024-11-24,Instagram,Mobile,1
577,28,2025-12-08,Instagram,Desktop,0
578,28,2024-12-18,Instagram,Mobile,0
579,28,2025-08-14,Instagram,Mobile,0
580,28,2024-12-31,Instagram,Mobile,0
581,28,2024-02-19,Instagram,Mobile,0
582,29,2025-06-12,Instagram,Mobile,0
583,29,2024-12-09,Instagram,Mobile,0
584,29,2024-09-28,Instagram,Mobile,1
585,29,2025-10-23,Instagram,Mobile,0
586,29,2025-10-04,Instagram,Mobile,0
587,29,2025-07-08,Instagram,Mobile,1
588,29,2024-10-01,Instagram,Mobile,1
589,29,2025-04-23,Instagram,Mobile,1
590,29,2025-06-03,Instagram,Mobile,0
591,29,2025-09-03,Instagram,Desktop,1
592,29,2025-04-15,Instagram,Mobile,0
593,29,2024-05-25,Instagram,Mobile,1
594,29,2024-06-16,Instagram,Mobile,0
595,29,2025-02-02,Instagram,Desktop,0
596,29,2025-11-16,Instagram,Mobile,1
597,29,2024-05-16,Instagram,Mobile,0
598,29,2025-05-20,Instagram,Mobile,1
599,29,2025-07-08,Instagram,Mobile,1
600,29,2025-10-14,Instagram,Mobile,1
601,29,2024-03-11,Instagram,Mobile,0
602,29,2025-05-20,Instagram,Mobile,0
603,29,2025-06-12,Instagram,Mobile,1
604,29,2024-08-31,Instagram,Desktop,0
605,30,2024-02-05,Referral,Mobile,0
606,30,2025-10-15,Referral,Mobile,0
607,30,2024-09-16,Referral,Mobile,0
608,30,2024-01-18,Referral,Mobile,0
609,30,2025-02-10,Referral,Mobile,1
610,30,2025-09-17,Referral,Mobile,0
