session_id,customer_id,session_date,traffic_source,device,converted
266,292,2025-01-28,Instagram,Mobile,1
267,311,2025-12-10,Facebook,Desktop,0
268,78,2025-05-18,Google Ads,Mobile,0
269,313,2025-02-12,Organic,Desktop,1
270,477,2025-04-06,Instagram,Desktop,1
271,183,2025-09-11,Referral,Mobile,1
272,87,2025-07-27,Organic,Mobile,1
273,56,2025-09-23,Google Ads,Desktop,0
274,414,2025-11-02,Google Ads,Desktop,1
275,70,2025-10-10,Instagram,Desktop,0
276,355,2025-04-11,Referral,Mobile,0
277,289,2025-08-26,Google Ads,Mobile,0
278,226,2025-11-24,Facebook,Mobile,1
279,310,2025-06-13,Instagram,Mobile,1
280,123,2025-06-14,Referral,Desktop,1
281,340,2025-12-25,Google Ads,Mobile,1
282,239,2025-10-23,Instagram,Mobile,0
283,160,2025-07-02,Instagram,Mobile,1
284,424,2025-10-14,Organic,Mobile,0
285,198,2025-02-09,Google Ads,Desktop,1
286,195,2025-05-16,Referral,Desktop,1
287,274,2025-09-03,Google Ads,Desktop,1
288,282,2025-07-11,Instagram,Desktop,1
289,239,2025-12-25,Instagram,Desktop,0
290,137,2025-01-18,Organic,Desktop,0
291,387,2025-12-19,Referral,Mobile,1
292,26,2025-06-04,Organic,Desktop,0
293,93,2025-03-19,Facebook,Desktop,0
294,349,2025-07-04,Organic,Desktop,1
295,44,2025-06-07,Google Ads,Desktop,1
296,449,2025-05-03,Instagram,Desktop,0
297,57,2025-01-25,Instagram,Desktop,1
298,335,2025-05-13,Facebook,Desktop,0
299,495,2025-08-21,Referral,Mobile,1
300,10,2025-12-22,Organic,Desktop,1
301,424,2025-04-13,Organic,Desktop,1
302,178,2025-12-18,Instagram,Mobile,0
303,384,2025-04-02,Referral,Mobile,1
304,168,2025-06-23,Organic,Mobile,1
305,91,2025-02-03,Facebook,Desktop,1
306,43,2025-08-10,Google Ads,Mobile,1
307,252,2025-09-12,Organic,Mobile,0
308,268,2025-10-25,Referral,Desktop,0
309,332,2025-09-17,Google Ads,Mobile,1
310,41,2025-08-10,Organic,Desktop,1
311,344,2025-07-20,Referral,Mobile,0
312,37,2025-07-22,Instagram,Mobile,0
313,471,2025-11-03,Referral,Desktop,0
314,142,2025-03-11,Organic,Desktop,0
315,433,2025-01-18,Google Ads,Mobile,0
316,29,2025-01-16,Facebook,Desktop,1
317,124,2025-09-05,Referral,Mobile,1
318,86,2025-03-25,Organic,Desktop,1
319,305,2025-01-24,Referral,Mobile,1
320,86,2025-07-20,Organic,Desktop,1
321,114,2025-04-28,Referral,Mobile,1
322,279,2025-09-25,Organic,Desktop,1
323,248,2025-05-11,Organic,Mobile,1
324,397,2025-03-15,Google Ads,Desktop,1
325,376,2025-08-18,Referral,Mobile,0
326,347,2025-03-10,Google Ads,Mobile,1
327,24,2025-05-03,Google Ads,Mobile,1
328,185,2025-01-20,Organic,Desktop,1
329,177,2025-02-09,Instagram,Desktop,0
330,422,2025-10-23,Instagram,Mobile,0
331,386,2025-06-10,Facebook,Mobile,1
332,487,2025-12-02,Google Ads,Desktop,0
333,262,2025-10-10,Facebook,Desktop,1
334,305,2025-05-11,Referral,Desktop,0
335,111,2025-03-03,Facebook,Mobile,0
336,144,2025-01-29,Facebook,Desktop,0
337,50,2025-11-15,Organic,Mobile,1
338,180,2025-08-01,Organic,Mobile,0
339,206,2025-09-03,Referral,Mobile,1
340,494,2025-06-26,Instagram,Desktop,1
341,447,2025-08-04,Instagram,Mobile,1
342,265,2025-07-22,Facebook,Desktop,1
343,237,2025-12-31,Referral,Mobile,0
344,107,2025-01-28,Organic,Mobile,0
345,387,2025-09-24,Referral,Desktop,0
346,281,2025-10-11,Instagram,Desktop,0
347,184,2025-08-07,Referral,Desktop,1
348,264,2025-01-30,Organic,Mobile,0
349,104,2025-05-12,Organic,Desktop,0
350,411,2025-05-05,Organic,Mobile,0
351,70,2025-03-25,Instagram,Desktop,0
352,263,2025-02-11,Organic,Mobile,1
353,469,2025-12-29,Facebook,Mobile,0
354,158,2025-05-22,Facebook,Desktop,0
355,457,2025-08-26,Referral,Desktop,0
356,390,2025-09-14,Facebook,Mobile,1
357,179,2025-04-07,Google Ads,Desktop,1
358,483,2025-04-24,Facebook,Desktop,1
359,283,2025-06-12,Google Ads,Desktop,0
360,279,2025-10-22,Organic,Mobile,1
361,23,2025-06-13,Referral,Mobile,1
362,387,2025-09-18,Referral,Desktop,1
363,406,2025-09-07,Instagram,Desktop,1
364,210,2025-05-18,Google Ads,Mobile,1
365,4,2025-01-06,Facebook,Mobile,0
366,126,2025-08-28,Organic,Desktop,0
367,378,2025-01-16,Google Ads,Desktop,0
368,315,2025-03-12,Referral,Desktop,1
369,458,2025-10-09,Facebook,Desktop,0
370,120,2025-02-21,Facebook,Mobile,0
371,267,2025-04-07,Referral,Desktop,1
372,140,2025-03-27,Organic,Desktop,0
373,404,2025-09-28,Organic,Desktop,0
374,225,2025-11-18,Instagram,Desktop,1
375,220,2025-06-18,Instagram,Desktop,1
376,276,2025-09-22,Organic,Desktop,1
377,301,2025-12-21,Referral,Mobile,0
378,199,2025-06-18,Referral,Desktop,1
379,121,2025-07-13,Instagram,Mobile,1
380,85,2025-05-12,Referral,Desktop,1
381,391,2025-11-08,Instagram,Desktop,0
382,225,2025-01-24,Instagram,Desktop,1
383,296,2025-07-05,Facebook,Mobile,1
384,194,2025-02-13,Facebook,Desktop,1
385,180,2025-05-06,Organic,Mobile,0
386,325,2025-12-04,Facebook,Desktop,1
387,130,2025-03-31,Referral,Desktop,1
388,37,2025-10-25,Instagram,Desktop,1
389,72,2025-02-18,Instagram,Mobile,1
390,213,2025-05-03,Google Ads,Desktop,0
391,164,2025-09-02,Organic,Mobile,1
392,296,2025-02-23,Facebook,Desktop,1
393,210,2025-07-28,Google Ads,Mobile,1
394,93,2025-10-08,Facebook,Mobile,0
395,72,2025-04-17,Instagram,Mobile,1
396,224,2025-03-24,Google Ads,Desktop,0
397,241,2025-02-18,Organic,Mobile,0
398,424,2025-09-18,Organic,Mobile,0
399,497,2025-07-25,Instagram,Mobile,1
400,181,2025-06-02,Facebook,Mobile,1
401,399,2025-11-18,Facebook,Mobile,0
402,334,2025-02-01,Instagram,Mobile,0
403,107,2025-05-26,Organic,Mobile,1
404,189,2025-06-20,Instagram,Mobile,0
405,275,2025-11-26,Instagram,Desktop,0
406,446,2025-05-23,Organic,Mobile,1
407,245,2025-02-21,Instagram,Desktop,1
408,120,2025-11-08,Facebook,Desktop,0
409,312,2025-01-07,Instagram,Mobile,1
410,424,2025-12-12,Organic,Desktop,0
411,321,2025-10-19,Organic,Desktop,0
412,306,2025-07-26,Organic,Desktop,0
413,43,2025-08-26,Google Ads,Desktop,0
414,249,2025-05-03,Referral,Mobile,0
415,87,2025-10-26,Organic,Desktop,1
416,440,2025-11-15,Organic,Mobile,0
417,491,2025-05-05,Instagram,Mobile,0
418,117,2025-07-15,Google Ads,Desktop,1
419,471,2025-03-20,Referral,Desktop,0
420,286,2025-02-10,Facebook,Desktop,1
421,183,2025-04-27,Referral,Desktop,1
422,223,2025-02-26,Facebook,Desktop,0
423,286,2025-12-31,Facebook,Mobile,0
424,493,2025-05-03,Organic,Desktop,1
425,95,2025-07-04,Instagram,Desktop,0
426,51,2025-07-31,Facebook,Desktop,0
427,157,2025-12-30,Organic,Mobile,0
428,371,2025-08-18,Organic,Desktop,1
429,50,2025-01-26,Organic,Desktop,1
430,161,2025-07-29,Instagram,Desktop,1
431,75,2025-01-13,Google Ads,Desktop,1
432,227,2025-02-25,Facebook,Mobile,1
433,315,2025-05-19,Referral,Desktop,0
434,156,2025-09-18,Referral,Desktop,1
435,76,2025-01-15,Referral,Desktop,0
436,416,2025-10-20,Referral,Desktop,1
437,358,2025-12-14,Instagram,Mobile,0
438,295,2025-04-05,Referral,Desktop,0
439,339,2025-12-02,Organic,Mobile,0
440,70,2025-12-02,Instagram,Mobile,1
441,82,2025-10-26,Referral,Mobile,0
442,260,2025-09-29,Facebook,Desktop,1
443,250,2025-10-04,Facebook,Desktop,0
444,64,2025-04-26,Instagram,Desktop,0
445,119,2025-06-28,Referral,Desktop,1
446,127,2025-05-05,Referral,Desktop,0
447,421,2025-11-29,Referral,Mobile,1
448,271,2025-09-19,Facebook,Desktop,0
449,2,2025-05-15,Organic,Mobile,1
450,149,2025-02-23,Instagram,Desktop,1
451,123,2025-02-21,Referral,Mobile,1
452,244,2025-05-30,Google Ads,Desktop,0
453,125,2025-12-10,Facebook,Mobile,0
454,150,2025-10-31,Instagram,Desktop,1
455,237,2025-01-22,Referral,Mobile,1
456,194,2025-10-12,Facebook,Mobile,1
457,241,2025-01-18,Organic,Desktop,0
458,101,2025-10-01,Google Ads,Mobile,1
459,423,2025-04-07,Referral,Mobile,1
460,317,2025-01-16,Referral,Mobile,1
461,379,2025-07-01,Instagram,Desktop,1
462,369,2025-02-09,Referral,Desktop,1
463,465,2025-04-05,Facebook,Mobile,0
464,223,2025-10-16,Facebook,Mobile,0
465,87,2025-02-22,Organic,Mobile,0
466,339,2025-03-15,Organic,Desktop,0
467,33,2025-01-08,Organic,Mobile,0
468,412,2025-09-18,Google Ads,Mobile,1
469,83,2025-11-05,Google Ads,Desktop,1
470,88,2025-11-07,Referral,Mobile,0
471,61,2025-10-20,Facebook,Mobile,0
472,92,2025-07-25,Instagram,Desktop,1
473,181,2025-07-11,Facebook,Desktop,0
474,478,2025-10-05,Instagram,Mobile,1
475,336,2025-04-17,Facebook,Desktop,1
476,306,2025-12-28,Organic,Desktop,0
477,154,2025-07-23,Instagram,Mobile,0
478,283,2025-06-24,Google Ads,Mobile,0
479,458,2025-12-22,Facebook,Desktop,1
480,290,2025-06-10,Organic,Mobile,1
481,302,2025-04-19,Facebook,Mobile,0
482,395,2025-05-06,Instagram,Desktop,1
483,233,2025-03-21,Instagram,Desktop,1
484,401,2025-03-12,Google Ads,Mobile,0
485,414,2025-05-19,Google Ads,Desktop,1
486,194,2025-03-03,Facebook,Desktop,0
487,420,2025-05-31,Organic,Mobile,0
488,80,2025-10-30,Google Ads,Mobile,0
489,270,2025-02-11,Organic,Mobile,1
490,19,2025-08-23,Google Ads,Mobile,1
491,284,2025-10-01,Organic,Mobile,0
492,269,2025-02-03,Organic,Mobile,0
493,454,2025-09-08,Facebook,Mobile,1
494,351,2025-09-08,Instagram,Mobile,1
495,246,2025-05-08,Referral,Mobile,1
496,51,2025-05-24,Facebook,Mobile,1
497,37,2025-10-29,Instagram,Desktop,0
498,391,2025-12-26,Instagram,Mobile,0
499,439,2025-01-15,Instagram,Mobile,0
500,466,2025-07-06,Referral,Desktop,1
501,20,2025-10-05,Referral,Mobile,0
502,253,2025-03-26,Google Ads,Desktop,1
503,224,2025-05-07,Google Ads,Mobile,0
504,350,2025-06-12,Google Ads,Mobile,0
505,209,2025-07-21,Instagram,Desktop,0
506,401,2025-12-20,Google Ads,Mobile,0
507,222,2025-08-31,Google Ads,Mobile,0
508,117,2025-10-13,Google Ads,Desktop,0
509,363,2025-05-26,Google Ads,Desktop,0
510,339,2025-02-06,Organic,Desktop,1
511,200,2025-02-26,Organic,Mobile,1
512,17,2025-07-19,Instagram,Mobile,0
513,229,2025-09-16,Referral,Desktop,1
514,27,2025-05-19,Instagram,Desktop,1
515,474,2025-09-04,Organic,Mobile,0
516,453,2025-01-29,Instagram,Mobile,1
517,54,2025-09-24,Instagram,Desktop,1
518,297,2025-06-15,Instagram,Desktop,1
519,63,2025-04-16,Instagram,Desktop,1
520,132,2025-11-23,Google Ads,Mobile,1
521,287,2025-02-28,Instagram,Mobile,0
522,380,2025-02-11,Referral,Desktop,0
523,344,2025-02-08,Referral,Mobile,1
524,84,2025-12-15,Referral,Mobile,1
525,212,2025-04-04,Facebook,Desktop,0
526,37,2025-03-06,Instagram,Mobile,1
527,75,2025-11-11,Google Ads,Mobile,1
528,131,2025-09-03,Google Ads,Desktop,1
529,165,2025-01-27,Referral,Mobile,0
530,34,2025-09-27,Referral,Desktop,0
531,231,2025-11-23,Referral,Desktop,0
532,16,2025-11-14,Google Ads,Desktop,1
533,342,2025-11-09,Instagram,Desktop,1
534,322,2025-02-28,Organic,Desktop,0
535,322,2025-11-27,Organic,Desktop,0
536,473,2025-08-16,Google Ads,Mobile,1
537,312,2025-12-10,Instagram,Mobile,0
538,30,2025-05-25,Facebook,Desktop,1
539,151,2025-05-31,Google Ads,Desktop,0
540,241,2025-05-15,Organic,Mobile,0
541,477,2025-12-12,Instagram,Desktop,1
542,215,2025-07-27,Facebook,Mobile,1
543,366,2025-08-10,Organic,Desktop,0
544,408,2025-07-02,Facebook,Desktop,1
545,84,2025-01-02,Referral,Desktop,0
546,389,2025-06-08,Google Ads,Desktop,0
547,55,2025-12-06,Facebook,Mobile,0
548,140,2025-04-14,Organic,Mobile,0
549,97,2025-03-20,Referral,Mobile,0
550,221,2025-01-12,Facebook,Desktop,1
551,76,2025-07-17,Referral,Desktop,0
552,219,2025-06-09,Organic,Mobile,0
553,457,2025-07-28,Referral,Desktop,0
554,374,2025-07-27,Instagram,Desktop,0
555,81,2025-07-02,Facebook,Desktop,0
556,126,2025-11-25,Organic,Mobile,0
557,56,2025-01-19,Google Ads,Desktop,0
558,387,2025-07-13,Referral,Desktop,0
559,484,2025-09-08,Google Ads,Mobile,1
560,33,2025-07-24,Organic,Mobile,1
561,134,2025-08-25,Facebook,Desktop,0
562,207,2025-06-17,Referral,Mobile,1
563,142,2025-05-03,Organic,Desktop,1
564,305,2025-11-06,Referral,Desktop,0
565,167,2025-09-06,Referral,Mobile,0
566,476,2025-10-13,Instagram,Desktop,0
567,429,2025-09-05,Organic,Desktop,0
568,310,2025-09-05,Instagram,Desktop,0
569,96,2025-11-10,Referral,Mobile,0
570,228,2025-04-09,Instagram,Mobile,0
571,179,2025-03-01,Google Ads,Desktop,0
572,378,2025-04-28,Google Ads,Desktop,1
573,151,2025-12-21,Google Ads,Mobile,0
574,148,2025-01-06,Instagram,Desktop,0
575,71,2025-09-22,Instagram,Mobile,0
576,223,2025-10-08,Facebook,Mobile,1
577,281,2025-09-29,Instagram,Mobile,1
578,396,2025-01-02,Google Ads,Desktop,1
579,474,2025-01-22,Organic,Mobile,0
580,375,2025-04-23,Referral,Desktop,0
581,257,2025-01-22,Google Ads,Desktop,0
582,288,2025-04-25,Instagram,Mobile,1
583,139,2025-11-22,Google Ads,Mobile,1
584,133,2025-05-26,Google Ads,Mobile,1
585,381,2025-12-28,Organic,Mobile,1
586,257,2025-12-31,Google Ads,Desktop,0
587,488,2025-08-02,Google Ads,Mobile,1
588,369,2025-01-11,Referral,Desktop,0
589,64,2025-10-14,Instagram,Desktop,1
590,206,2025-06-28,Referral,Desktop,1
591,52,2025-01-12,Referral,Mobile,0
592,133,2025-08-08,Google Ads,Mobile,0
593,193,2025-11-06,Organic,Desktop,1
594,129,2025-07-02,Referral,Desktop,0
595,419,2025-04-10,Organic,Desktop,0
596,167,2025-04-04,Referral,Desktop,0
597,163,2025-10-23,Facebook,Mobile,1
598,264,2025-02-19,Organic,Mobile,1
599,329,2025-08-07,Instagram,Mobile,1
600,23,2025-08-08,Referral,Desktop,0
601,100,2025-11-20,Instagram,Desktop,0
602,87,2025-07-29,Organic,Desktop,0
603,449,2025-07-15,Instagram,Mobile,1
604,330,2025-04-16,Referral,Desktop,0
605,340,2025-03-09,Google Ads,Mobile,1
606,94,2025-11-08,Instagram,Mobile,0
607,2,2025-12-20,Organic,Desktop,1
608,215,2025-07-24,Facebook,Desktop,1
609,309,2025-03-22,Facebook,Desktop,0
610,279,2025-08-26,Organic,Mobile,0
611,479,2025-10-20,Organic,Mobile,1
612,85,2025-04-21,Referral,Mobile,1
