order_id,customer_id,restaurant_id,order_date,city,order_amount,discount_amount,delivery_fee,payment_mode,order_status,delivery_time_min,food_cost,delivery_cost
28,360,41,2025-02-13,Mumbai,1299,150,20,Card,Delivered,25,664.76,45
29,289,42,2025-07-24,Bangalore,1521,200,40,Wallet,Delivered,15,569.85,68
30,262,36,2025-10-25,Bangalore,1729,150,30,Wallet,Delivered,40,805.31,126
31,302,10,2025-06-26,Mumbai,1614,150,20,Wallet,Delivered,33,732.75,50
32,60,23,2025-06-09,Pune,1695,20,40,Wallet,Delivered,48,797.89,100
33,50,45,2025-08-20,Bangalore,1097,200,40,UPI,Delivered,17,606.14,54
34,12,7,2025-12-13,Pune,902,200,30,Card,Delivered,50,351.81,111
35,219,26,2025-11-19,Delhi,1146,20,30,Card,Cancelled,40,409.46,118
36,453,38,2025-08-08,Chennai,604,100,50,UPI,Delivered,28,253.43,130
37,415,7,2025-10-02,Hyderabad,328,150,30,Cash,Delivered,27,152.32,73
38,344,41,2025-06-10,Delhi,1202,150,50,Wallet,Delivered,37,526.47,98
39,317,46,2025-06-02,Bangalore,553,200,20,Card,Delivered,22,226.53,54
40,94,10,2025-09-19,Hyderabad,964,200,50,Wallet,Delivered,51,429.87,63
41,250,45,2025-11-27,Pune,1501,150,30,Card,Cancelled,33,578.0,80
42,432,4,2025-07-03,Mumbai,1123,150,20,Wallet,Delivered,27,621.92,111
43,259,27,2025-12-17,Bangalore,1537,100,50,Wallet,Cancelled,46,602.22,112
44,16,19,2025-01-17,Chennai,1758,20,40,Card,Delivered,25,958.44,112
45,381,36,2025-09-19,Mumbai,1782,100,20,UPI,Delivered,49,990.47,86
46,278,49,2025-08-14,Mumbai,1749,0,30,Wallet,Delivered,56,940.68,78
47,448,17,2025-06-28,Delhi,266,100,20,Wallet,Delivered,30,107.06,134
48,302,46,2025-11-09,Mumbai,1611,50,50,Card,Delivered,28,891.5,143
49,31,35,2025-05-24,Bangalore,1367,50,30,Cash,Delivered,33,674.18,149
50,264,9,2025-07-30,Hyderabad,1591,0,20,Cash,Delivered,59,901.33,71
51,75,16,2025-12-13,Delhi,1656,50,50,Wallet,Delivered,51,841.41,120
52,213,5,2025-11-21,Mumbai,968,100,20,Wallet,Delivered,59,565.39,87
53,233,38,2025-01-02,Chennai,1199,50,20,Wallet,Delivered,19,658.15,90
54,112,32,2025-05-18,Bangalore,1079,20,40,Cash,Delivered,50,533.55,112
55,437,44,2025-01-25,Chennai,1193,50,20,UPI,Cancelled,16,454.6,149
56,81,1,2025-08-08,Mumbai,1103,100,30,Card,Delivered,25,627.17,75
57,48,17,2025-02-12,Bangalore,1540,50,40,Card,Delivered,40,779.86,132
58,359,28,2025-12-02,Mumbai,1746,20,20,UPI,Delivered,28,819.23,56
59,304,44,2025-08-16,Mumbai,663,150,20,UPI,Delivered,22,395.84,94
60,356,5,2025-04-28,Chennai,470,100,50,UPI,Delivered,21,201.32,78
61,71,42,2025-12-13,Bangalore,983,20,30,UPI,Delivered,54,503.79,96
62,180,41,2025-03-19,Hyderabad,1679,20,50,Wallet,Delivered,20,963.99,57
63,386,47,2025-07-16,Hyderabad,452,150,40,Wallet,Delivered,23,186.2,122
64,44,39,2025-11-04,Mumbai,708,150,40,UPI,Delivered,28,339.44,105
65,97,19,2025-11-27,Bangalore,1731,100,20,Card,Cancelled,39,654.64,103
66,327,34,2025-01-07,Chennai,1416,0,40,Cash,Delivered,39,800.33,112
67,216,44,2025-03-30,Pune,948,150,50,UPI,Delivered,52,347.81,73
68,111,26,2025-09-17,Pune,281,0,40,Wallet,Cancelled,59,126.61,121
69,275,10,2025-05-23,Mumbai,1301,150,20,Cash,Delivered,47,754.88,143
70,80,26,2025-10-28,Pune,1298,50,20,Cash,Cancelled,30,473.09,51
71,474,30,2025-11-10,Delhi,1089,0,20,Cash,Delivered,22,384.6,57
72,360,32,2025-06-27,Mumbai,223,20,40,Card,Delivered,23,119.85,74
73,376,22,2025-08-08,Bangalore,441,0,40,UPI,Delivered,60,261.85,120
74,40,33,2025-07-04,Chennai,1216,100,20,Wallet,Delivered,38,473.42,138
75,53,47,2025-03-01,Mumbai,1375,200,30,UPI,Delivered,15,565.31,100
76,187,12,2025-01-19,Chennai,984,20,50,Card,Delivered,30,446.8,132
77,164,37,2025-07-10,Mumbai,755,0,20,UPI,Delivered,29,416.07,45
78,489,30,2025-05-25,Mumbai,1021,0,40,Cash,Delivered,50,473.93,87
79,103,20,2025-11-15,Pune,797,150,30,Wallet,Delivered,52,472.59,138
80,398,35,2025-05-06,Hyderabad,600,200,30,UPI,Cancelled,16,244.95,84
81,326,22,2025-01-01,Pune,1620,0,50,Cash,Delivered,28,781.57,70
82,215,10,2025-12-31,Delhi,1207,0,40,UPI,Delivered,29,693.21,106
83,212,30,2025-02-13,Hyderabad,1635,50,20,Card,Cancelled,19,814.19,47
84,223,16,2025-05-30,Mumbai,1556,20,40,Cash,Cancelled,59,868.21,81
85,163,15,2025-02-08,Hyderabad,1127,50,30,Card,Delivered,24,424.22,97
86,239,8,2025-10-02,Mumbai,843,100,40,Card,Cancelled,34,392.7,149
87,62,44,2025-06-05,Mumbai,385,20,20,Card,Delivered,24,143.53,71
88,496,33,2025-01-26,Mumbai,928,100,40,Cash,Delivered,16,545.69,149
89,232,36,2025-05-08,Pune,1338,200,20,Wallet,Delivered,23,508.93,47
90,426,9,2025-04-12,Delhi,1799,20,50,Cash,Delivered,52,893.26,144
91,39,13,2025-11-27,Bangalore,244,0,50,Card,Delivered,36,92.87,99
92,26,28,2025-07-22,Chennai,544,150,50,UPI,Cancelled,58,248.43,85
93,110,18,2025-08-17,Pune,583,50,30,UPI,Delivered,56,247.06,92
94,452,4,2025-02-14,Pune,1327,100,40,Wallet,Delivered,41,530.62,142
95,270,35,2025-01-10,Bangalore,710,200,50,Cash,Cancelled,49,387.2,84
96,468,21,2025-07-18,Delhi,1358,150,40,Card,Delivered,35,678.02,43
97,459,4,2025-08-30,Chennai,1794,50,40,Card,Delivered,21,739.06,70
98,137,4,2025-04-23,Chennai,1292,200,50,Cash,Delivered,26,528.61,80
99,413,23,2025-10-30,Hyderabad,1711,200,20,Cash,Delivered,51,1004.51,147
100,415,20,2025-03-31,Hyderabad,1208,150,50,UPI,Delivered,18,493.05,68
101,11,1,2025-06-19,Delhi,1278,100,30,Card,Delivered,60,504.0,142
102,433,2,2025-03-17,Bangalore,862,0,30,UPI,Delivered,19,382.21,124
103,203,22,2025-06-04,Chennai,1400,0,40,Card,Delivered,42,767.14,102
104,333,46,2025-10-15,Pune,849,20,40,Card,Delivered,39,362.27,128
105,151,47,2025-01-01,Hyderabad,460,20,50,UPI,Delivered,53,197.59,143
106,496,41,2025-10-17,Mumbai,1452,20,20,Wallet,Delivered,36,778.76,70
107,178,41,2025-02-15,Bangalore,854,20,40,Wallet,Delivered,31,343.67,128
108,35,7,2025-01-01,Bangalore,917,50,20,Wallet,Cancelled,41,543.12,92
109,253,35,2025-07-12,Mumbai,975,50,20,Wallet,Delivered,25,451.25,142
110,434,2,2025-06-13,Hyderabad,268,50,40,UPI,Delivered,36,105.2,88
111,83,36,2025-02-17,Mumbai,1699,0,40,Wallet,Delivered,42,994.95,61
112,311,4,2025-02-21,Hyderabad,1089,20,40,Card,Delivered,41,570.96,132
113,474,17,2025-12-05,Delhi,1694,150,40,Cash,Delivered,21,613.92,113
114,282,4,2025-07-04,Chennai,1205,20,20,Wallet,Delivered,33,669.95,120
115,308,7,2025-01-14,Mumbai,1183,20,30,Card,Delivered,20,554.11,54
116,158,32,2025-12-05,Pune,1014,100,40,UPI,Cancelled,26,448.95,88
117,190,3,2025-05-15,Bangalore,582,100,50,Wallet,Delivered,29,325.49,112
118,32,43,2025-02-19,Mumbai,509,200,20,Cash,Cancelled,52,207.1,47
119,431,27,2025-10-02,Chennai,992,150,50,Card,Cancelled,34,366.78,149
120,366,37,2025-09-22,Delhi,271,150,30,UPI,Cancelled,26,159.15,61
121,498,9,2025-01-22,Mumbai,633,20,50,UPI,Cancelled,27,379.37,120
122,76,21,2025-02-04,Chennai,1418,50,20,Wallet,Cancelled,50,611.91,75
123,267,45,2025-11-16,Delhi,1138,0,50,UPI,Cancelled,24,440.46,115
124,299,7,2025-10-16,Hyderabad,1753,0,20,Cash,Delivered,41,729.31,123
125,249,31,2025-01-20,Bangalore,1371,150,30,Cash,Cancelled,24,691.75,127
126,356,26,2025-06-19,Chennai,1022,0,30,UPI,Cancelled,32,586.89,42
127,173,18,2025-09-09,Bangalore,820,50,20,Card,Delivered,34,486.71,96
128,397,47,2025-08-02,Hyderabad,857,50,20,Card,Cancelled,28,495.65,92
129,380,24,2025-01-29,Chennai,1192,150,30,UPI,Delivered,60,568.22,57
130,400,2,2025-03-30,Mumbai,1273,150,30,Card,Delivered,30,456.07,46
131,471,13,2025-05-21,Bangalore,938,200,40,Wallet,Cancelled,55,544.76,127
132,16,32,2025-11-01,Chennai,695,50,50,Card,Cancelled,52,339.04,84
133,84,45,2025-02-16,Hyderabad,729,200,40,UPI,Cancelled,18,284.84,113
134,400,42,2025-04-26,Mumbai,638,20,30,Cash,Cancelled,47,226.5,139
135,496,1,2025-08-31,Mumbai,1771,200,30,Card,Delivered,29,731.6,143
136,483,46,2025-11-26,Mumbai,825,200,40,Wallet,Cancelled,37,383.42,67
137,239,34,2025-11-16,Mumbai,818,200,50,UPI,Delivered,47,490.68,147
138,430,42,2025-11-01,Delhi,966,150,40,Cash,Delivered,45,353.52,75
139,328,17,2025-12-02,Mumbai,865,50,40,Card,Delivered,48,468.28,47
140,413,43,2025-06-13,Hyderabad,1428,100,30,UPI,Cancelled,33,592.42,93
141,208,3,2025-10-26,Pune,995,200,30,Cash,Delivered,58,481.24,140
142,244,33,2025-06-03,Hyderabad,1575,50,30,Card,Delivered,21,736.62,134
143,133,49,2025-04-04,Bangalore,1685,150,40,UPI,Delivered,37,683.83,79
144,216,17,2025-10-27,Pune,878,50,40,Wallet,Delivered,45,319.08,121
145,299,5,2025-08-30,Hyderabad,1388,150,30,UPI,Cancelled,48,589.33,46
146,446,13,2025-06-25,Mumbai,508,20,50,Wallet,Delivered,35,287.32,63
147,399,22,2025-11-20,Bangalore,365,100,30,Cash,Delivered,15,169.0,66
148,390,37,2025-03-23,Mumbai,1784,20,50,UPI,Delivered,54,817.84,94
149,207,25,2025-01-03,Chennai,1078,100,20,Card,Delivered,15,617.7,136
150,427,2,2025-12-13,Hyderabad,1287,20,20,Card,Delivered,59,732.62,79
151,67,33,2025-10-29,Hyderabad,410,100,40,Card,Delivered,17,174.07,77
152,234,39,2025-09-26,Chennai,1690,150,40,Wallet,Delivered,36,1012.37,102
153,184,11,2025-07-26,Hyderabad,1736,20,20,Card,Delivered,23,699.26,42
154,302,8,2025-07-07,Mumbai,1233,20,20,Wallet,Delivered,49,623.63,116
155,25,42,2025-01-11,Mumbai,1555,0,20,UPI,Cancelled,43,692.07,110
156,130,10,2025-04-16,Hyderabad,1171,200,20,Cash,Cancelled,57,439.41,106
157,139,45,2025-03-12,Pune,1475,150,50,UPI,Delivered,33,558.29,53
158,255,13,2025-05-15,Delhi,606,150,30,Cash,Cancelled,33,236.4,110
159,255,31,2025-06-19,Delhi,625,200,30,UPI,Delivered,57,232.66,54
160,428,32,2025-03-18,Pune,1375,200,20,UPI,Delivered,31,702.74,98
161,152,4,2025-02-21,Bangalore,740,100,30,UPI,Delivered,38,407.3,80
162,219,7,2025-01-24,Delhi,1712,0,20,Card,Delivered,36,752.22,96
163,490,47,2025-02-17,Mumbai,1473,50,40,Cash,Delivered,22,663.14,98
164,140,31,2025-08-04,Chennai,989,200,30,UPI,Delivered,59,525.76,148
165,82,38,2025-09-05,Bangalore,412,100,50,Card,Cancelled,37,207.17,150
166,351,31,2025-09-07,Mumbai,1689,20,20,Wallet,Cancelled,17,617.89,123
167,161,44,2025-09-26,Bangalore,225,200,30,Cash,Delivered,42,115.97,71
168,247,44,2025-11-25,Hyderabad,908,200,50,Card,Delivered,15,463.85,60
169,259,11,2025-02-08,Bangalore,1161,100,50,Cash,Delivered,36,687.93,46
170,260,42,2025-07-13,Bangalore,656,150,50,Card,Delivered,44,302.45,113
171,230,29,2025-06-11,Chennai,380,100,20,Wallet,Delivered,21,171.33,44
172,286,6,2025-11-06,Chennai,1324,0,40,Card,Cancelled,36,583.67,46
173,419,22,2025-10-14,Mumbai,656,100,50,Cash,Cancelled,22,245.58,124
174,114,23,2025-11-21,Delhi,204,50,40,Cash,Delivered,17,117.14,103
175,72,47,2025-07-29,Pune,1668,200,20,Cash,Delivered,27,634.15,149
176,202,13,2025-06-23,Bangalore,641,100,20,Wallet,Delivered,55,358.55,115
177,64,30,2025-12-04,Bangalore,1781,100,30,Wallet,Delivered,48,951.15,110
178,479,31,2025-09-18,Pune,1086,150,30,Card,Delivered,21,485.28,116
179,311,25,2025-08-03,Hyderabad,859,150,30,Cash,Cancelled,36,509.06,97
180,413,27,2025-11-05,Hyderabad,473,20,40,Cash,Delivered,27,190.35,131
181,149,44,2025-03-09,Delhi,1606,50,30,Cash,Delivered,37,787.86,114
182,293,27,2025-12-12,Hyderabad,1566,200,40,Wallet,Delivered,48,589.78,88
183,75,4,2025-04-13,Delhi,308,200,40,Card,Delivered,58,127.09,147
184,32,14,2025-10-05,Mumbai,1614,50,20,Cash,Cancelled,21,813.5,126
185,379,48,2025-11-28,Hyderabad,1350,20,50,Card,Delivered,59,696.77,88
186,199,21,2025-10-10,Chennai,1053,200,20,UPI,Delivered,27,531.91,139
187,441,41,2025-12-27,Chennai,1107,20,40,Card,Delivered,33,511.66,127
188,39,48,2025-09-21,Bangalore,582,20,20,Wallet,Delivered,42,244.31,73
189,67,17,2025-01-03,Hyderabad,529,150,40,Wallet,Delivered,17,205.48,81
190,306,40,2025-12-05,Delhi,304,200,40,Wallet,Delivered,19,165.99,80
191,270,34,2025-02-04,Bangalore,650,20,30,Wallet,Cancelled,20,284.28,67
192,340,24,2025-05-31,Chennai,879,50,30,Wallet,Delivered,22,454.65,97
193,124,40,2025-05-05,Delhi,1515,150,20,Cash,Cancelled,22,676.4,109
194,371,34,2025-07-11,Bangalore,779,0,50,Wallet,Delivered,33,447.59,64
195,165,7,2025-03-27,Mumbai,1252,0,20,UPI,Delivered,57,635.24,67
196,443,7,2025-04-16,Bangalore,1603,100,50,UPI,Delivered,16,745.08,82
197,20,4,2025-04-02,Mumbai,379,0,40,UPI,Delivered,31,171.27,97
198,323,21,2025-01-09,Bangalore,1028,100,50,UPI,Delivered,56,544.91,48
199,388,3,2025-12-25,Chennai,1727,150,20,Cash,Delivered,33,944.19,78
200,311,49,2025-08-13,Hyderabad,377,50,50,Wallet,Delivered,45,146.68,68
201,70,35,2025-06-01,Bangalore,1729,100,30,Cash,Delivered,15,844.41,111
202,73,1,2025-10-21,Chennai,452,0,50,UPI,Delivered,28,242.76,132
203,177,42,2025-09-20,Delhi,633,100,30,Card,Delivered,29,319.17,72
204,100,43,2025-10-18,Chennai,434,20,20,Wallet,Delivered,33,224.78,72
205,51,38,2025-09-07,Hyderabad,604,200,40,Cash,Delivered,57,310.38,52
206,146,13,2025-06-12,Delhi,1468,0,50,Wallet,Delivered,54,755.81,128
207,300,37,2025-07-06,Bangalore,512,150,40,Wallet,Delivered,15,219.29,140
208,114,42,2025-08-12,Delhi,1658,200,40,Cash,Delivered,58,884.12,101
209,237,50,2025-06-06,Delhi,1112,50,50,UPI,Delivered,56,557.84,147
210,144,13,2025-05-15,Bangalore,486,150,20,UPI,Delivered,47,246.84,144
211,298,50,2025-10-30,Delhi,1385,100,30,UPI,Delivered,49,794.29,109
212,242,24,2025-07-20,Chennai,1539,20,30,Cash,Delivered,44,731.46,51
213,204,1,2025-12-06,Mumbai,945,150,30,Card,Delivered,43,368.37,112
214,486,10,2025-09-05,Hyderabad,1358,200,40,UPI,Delivered,46,553.98,73
215,190,43,2025-04-16,Bangalore,679,0,40,Wallet,Cancelled,44,387.29,45
216,333,46,2025-09-24,Pune,863,0,40,Cash,Delivered,39,443.08,86
217,301,34,2025-05-09,Hyderabad,1538,0,50,Card,Cancelled,37,852.53,84
218,250,1,2025-09-14,Pune,1187,150,30,Wallet,Delivered,29,438.33,122
219,144,12,2025-03-22,Bangalore,633,20,40,UPI,Delivered,41,349.92,132
220,59,31,2025-09-03,Hyderabad,1186,200,30,Card,Cancelled,16,487.35,56
221,294,9,2025-11-19,Hyderabad,1413,20,20,Card,Delivered,25,585.78,63
222,265,37,2025-11-23,Chennai,1030,150,20,Cash,Delivered,28,476.17,100
223,445,15,2025-07-30,Pune,1186,20,30,Card,Delivered,25,629.82,83
224,473,38,2025-02-05,Bangalore,1128,150,30,Wallet,Cancelled,23,425.42,65
225,268,27,2025-03-18,Mumbai,1232,200,20,Card,Cancelled,54,615.94,140
226,273,6,2025-09-04,Mumbai,1230,0,30,UPI,Cancelled,48,559.86,45
227,358,15,2025-09-04,Bangalore,1285,100,50,Cash,Delivered,42,492.76,101
228,393,19,2025-11-03,Hyderabad,676,0,50,Cash,Delivered,15,356.45,141
229,4,8,2025-09-24,Chennai,1383,150,20,Wallet,Delivered,59,762.13,92
230,186,28,2025-11-30,Hyderabad,418,20,40,Cash,Cancelled,51,184.51,75
231,349,27,2025-10-10,Delhi,1013,20,50,Card,Delivered,50,495.08,72
232,158,50,2025-12-28,Pune,1383,50,50,Card,Delivered,29,638.46,129
233,487,14,2025-09-18,Bangalore,531,0,50,Cash,Delivered,25,237.5,121
234,3,31,2025-11-04,Hyderabad,386,20,50,UPI,Delivered,31,156.5,50
235,312,25,2025-07-25,Bangalore,277,200,40,UPI,Delivered,55,131.19,41
236,104,19,2025-04-10,Hyderabad,1545,150,20,Card,Delivered,58,554.68,70
237,336,6,2025-05-22,Mumbai,200,20,50,Cash,Cancelled,40,99.3,106
238,8,5,2025-02-16,Delhi,1709,200,40,Cash,Delivered,32,694.83,64
239,233,1,2025-05-14,Chennai,1027,150,30,Wallet,Delivered,50,378.04,77
240,175,17,2025-10-03,Bangalore,439,150,40,Wallet,Cancelled,51,206.73,71
241,388,44,2025-08-24,Chennai,895,100,20,Wallet,Delivered,31,328.37,121
242,404,45,2025-04-28,Chennai,651,200,40,Wallet,Delivered,48,315.03,129
243,427,19,2025-02-17,Hyderabad,739,20,50,Cash,Delivered,50,430.73,100
244,161,37,2025-05-18,Bangalore,924,20,30,Card,Cancelled,27,377.65,70
245,447,15,2025-04-14,Chennai,743,20,30,Cash,Delivered,21,282.32,50
246,347,40,2025-01-04,Chennai,1558,100,20,Wallet,Delivered,54,668.15,113
247,445,12,2025-09-19,Pune,762,100,40,Wallet,Delivered,51,291.13,107
248,410,35,2025-01-17,Chennai,1066,100,40,Wallet,Delivered,44,633.34,129
249,266,45,2025-01-05,Bangalore,1142,50,20,Card,Cancelled,52,428.46,86
250,314,36,2025-05-15,Bangalore,731,20,30,Cash,Cancelled,54,318.55,63
251,256,27,2025-12-25,Pune,1068,20,40,Cash,Cancelled,32,494.14,113
252,68,15,2025-02-21,Mumbai,1379,200,40,Card,Cancelled,39,550.24,142
253,492,31,2025-01-05,Hyderabad,1712,20,30,Wallet,Cancelled,23,1025.3,148
254,323,47,2025-06-11,Bangalore,1258,150,50,Cash,Delivered,50,710.3,46
255,204,11,2025-01-31,Mumbai,402,200,30,Cash,Cancelled,55,150.38,135
256,172,24,2025-10-14,Delhi,732,50,40,Cash,Delivered,41,278.39,126
257,494,37,2025-10-22,Hyderabad,1440,20,30,Cash,Delivered,35,746.35,102
258,397,6,2025-07-15,Hyderabad,1708,100,40,Wallet,Delivered,25,871.33,83
259,216,37,2025-07-27,Pune,1492,150,20,UPI,Delivered,36,607.33,80
260,335,18,2025-11-06,Bangalore,796,200,50,Cash,Cancelled,38,427.43,106
261,495,11,2025-04-05,Pune,1122,100,20,Card,Delivered,57,463.29,135
262,359,14,2025-03-27,Mumbai,1735,0,50,UPI,Delivered,19,1013.58,100
263,281,50,2025-07-23,Mumbai,310,0,20,UPI,Delivered,54,120.53,123
264,477,15,2025-05-07,Delhi,998,50,40,Wallet,Delivered,23,480.72,61
265,15,23,2025-06-16,Delhi,271,200,50,Wallet,Delivered,50,124.99,129
266,277,39,2025-08-22,Pune,562,150,50,Cash,Delivered,45,272.52,143
267,46,24,2025-07-31,Mumbai,1104,50,40,Card,Delivered,15,386.43,144
268,389,19,2025-08-29,Delhi,479,50,20,Wallet,Cancelled,34,168.74,95
269,409,15,2025-01-04,Bangalore,799,150,40,Card,Cancelled,50,366.96,71
270,84,42,2025-07-19,Hyderabad,1664,200,50,Card,Delivered,20,758.05,70
271,265,45,2025-12-17,Chennai,1765,150,40,Cash,Delivered,41,700.71,48
272,94,8,2025-11-23,Hyderabad,479,50,50,Wallet,Delivered,59,242.22,64
273,165,4,2025-10-01,Mumbai,239,20,20,Card,Delivered,33,99.73,131
274,225,15,2025-02-16,Mumbai,1689,0,30,UPI,Cancelled,28,735.52,79
275,403,30,2025-12-23,Pune,1220,50,20,Cash,Delivered,24,444.09,139
276,201,31,2025-04-03,Chennai,346,150,30,Cash,Cancelled,15,131.65,138
277,366,50,2025-08-15,Delhi,709,100,30,UPI,Delivered,44,378.49,52
278,267,31,2025-07-19,Delhi,1563,20,40,Cash,Delivered,55,831.61,135
279,480,8,2025-05-10,Mumbai,1325,150,50,Cash,Delivered,38,757.74,150
280,342,16,2025-11-21,Mumbai,646,0,50,Cash,Delivered,25,354.39,114
281,62,1,2025-01-22,Mumbai,1010,20,50,Card,Delivered,20,416.3,103
282,47,22,2025-11-17,Hyderabad,1604,150,20,UPI,Delivered,56,623.12,108
283,406,32,2025-04-30,Bangalore,419,20,40,Cash,Cancelled,27,148.89,88
284,184,17,2025-01-21,Hyderabad,1683,20,50,Wallet,Delivered,49,882.33,64
285,291,23,2025-06-15,Mumbai,582,150,50,Cash,Delivered,19,280.98,97
286,152,24,2025-08-21,Bangalore,739,150,20,Wallet,Delivered,16,373.15,86
287,398,21,2025-02-02,Hyderabad,1470,20,50,Card,Cancelled,50,571.14,76
288,166,21,2025-02-26,Hyderabad,1039,200,20,UPI,Delivered,23,410.05,44
289,104,13,2025-02-20,Hyderabad,419,100,20,Wallet,Cancelled,48,212.01,115
290,132,15,2025-11-07,Hyderabad,300,50,20,UPI,Delivered,56,141.86,146
291,41,4,2025-07-04,Pune,1158,200,50,Cash,Delivered,54,482.25,45
292,376,5,2025-04-21,Bangalore,344,50,20,UPI,Delivered,49,153.54,64
293,270,37,2025-11-17,Bangalore,1545,20,30,Wallet,Delivered,55,763.45,126
294,235,28,2025-02-23,Pune,1638,200,30,Card,Cancelled,47,711.51,60
295,274,23,2025-06-11,Chennai,1428,100,40,Cash,Cancelled,55,653.52,132
296,166,37,2025-10-07,Hyderabad,1446,20,30,Wallet,Delivered,38,853.74,97
297,492,47,2025-01-18,Hyderabad,1013,0,40,UPI,Delivered,34,356.21,68
298,110,50,2025-12-20,Pune,844,0,40,Card,Delivered,17,392.54,59
299,71,38,2025-05-08,Bangalore,742,50,30,Cash,Delivered,20,365.53,112
300,470,5,2025-06-16,Mumbai,645,200,50,Card,Cancelled,59,339.08,144
301,465,42,2025-06-03,Hyderabad,395,150,20,Wallet,Delivered,18,229.28,82
302,179,8,2025-04-27,Chennai,1089,100,20,Wallet,Delivered,34,523.91,80
303,277,21,2025-09-15,Pune,1356,20,30,Card,Delivered,58,722.61,90
304,498,37,2025-09-16,Mumbai,1112,150,20,Card,Cancelled,33,607.81,58
305,68,31,2025-10-20,Mumbai,888,0,20,Wallet,Delivered,20,399.27,95
306,397,49,2025-03-11,Hyderabad,1629,20,50,Card,Cancelled,40,835.78,65
307,288,34,2025-05-07,Pune,1461,200,30,UPI,Delivered,42,629.48,113
308,46,27,2025-08-05,Mumbai,430,200,40,Cash,Delivered,35,187.54,123
309,13,11,2025-06-29,Delhi,1776,50,50,Card,Cancelled,17,1031.95,69
310,103,10,2025-02-13,Pune,1603,50,20,UPI,Delivered,54,932.44,146
311,420,22,2025-12-22,Bangalore,789,0,20,Cash,Cancelled,45,280.64,66
312,379,14,2025-10-07,Hyderabad,1301,20,40,Wallet,Delivered,59,682.62,42
313,193,34,2025-01-23,Chennai,1393,200,40,Card,Delivered,33,557.44,129
314,317,30,2025-12-02,Bangalore,755,0,20,UPI,Cancelled,57,315.46,149
315,468,7,2025-01-10,Delhi,1551,50,40,Wallet,Delivered,39,740.04,130
316,51,39,2025-09-30,Hyderabad,846,100,20,Card,Delivered,47,500.58,111
317,475,3,2025-05-07,Bangalore,1659,0,40,Cash,Cancelled,40,889.39,42
318,178,23,2025-11-17,Bangalore,1601,50,40,Card,Delivered,18,810.82,89
319,456,18,2025-04-26,Hyderabad,260,150,30,Cash,Cancelled,57,99.92,133
320,196,40,2025-11-17,Chennai,1266,200,30,Wallet,Delivered,51,491.45,79
321,466,29,2025-10-05,Bangalore,1439,50,30,Card,Delivered,52,698.4,142
322,104,45,2025-12-28,Hyderabad,482,50,30,Wallet,Delivered,56,281.13,60
323,163,35,2025-03-02,Hyderabad,338,150,30,Cash,Delivered,16,182.98,92
324,493,29,2025-11-23,Delhi,1042,50,40,Card,Delivered,21,398.97,43
325,391,18,2025-11-07,Delhi,1453,150,30,Card,Delivered,58,518.03,50
326,353,9,2025-09-15,Hyderabad,1797,100,50,Cash,Delivered,39,849.73,57
