customer_id,customer_name,signup_date,city,acquisition_channel,gender,age
130,Customer_130,2024-06-08,Pune,Organic,Male,20
131,Customer_131,2024-03-20,Pune,Facebook,Male,21
132,Customer_132,2024-07-29,Pune,Referral,Female,39
133,Customer_133,2024-12-04,Bangalore,Referral,Female,60
134,Customer_134,2024-12-14,Hyderabad,Organic,Male,31
135,Customer_135,2024-03-18,Pune,Google Ads,Female,41
136,Customer_136,2024-09-18,Mumbai,Instagram,Female,44
137,Customer_137,2024-04-04,Chennai,Facebook,Male,18
138,Customer_138,2024-10-24,Chennai,Google Ads,Male,47
139,Customer_139,2024-12-01,Bangalore,Facebook,Female,19
140,Customer_140,2024-07-09,Delhi,Referral,Female,59
141,Customer_141,2024-05-25,Chennai,Facebook,Female,30
142,Customer_142,2024-03-27,Hyderabad,Instagram,Male,55
143,Customer_143,2024-02-19,Mumbai,Instagram,Female,60
144,Customer_144,2024-03-31,Hyderabad,Facebook,Male,32
145,Customer_145,2024-10-20,Mumbai,Google Ads,Male,49
146,Customer_146,2024-09-26,Bangalore,Facebook,Female,39
147,Customer_147,2024-06-10,Chennai,Referral,Female,39
148,Customer_148,2024-12-12,Mumbai,Google Ads,Male,24
149,Customer_149,2024-12-30,Hyderabad,Facebook,Male,41
150,Customer_150,2024-01-21,Bangalore,Google Ads,Male,43
151,Customer_151,2024-04-01,Chennai,Google Ads,Male,49
152,Customer_152,2024-09-13,Pune,Organic,Female,27
153,Customer_153,2024-05-21,Delhi,Facebook,Female,32
154,Customer_154,2024-02-04,Mumbai,Referral,Female,38
155,Customer_155,2024-01-25,Pune,Referral,Female,23
156,Customer_156,2024-06-16,Mumbai,Referral,Male,25
157,Customer_157,2024-01-20,Pune,Instagram,Female,38
158,Customer_158,2024-05-02,Pune,Facebook,Female,55
159,Customer_159,2024-12-21,Delhi,Google Ads,Male,29
160,Customer_160,2024-03-05,Pune,Referral,Male,48
161,Customer_161,2024-08-07,Pune,Organic,Female,59
162,Customer_162,2024-03-05,Delhi,Instagram,Female,22
163,Customer_163,2024-06-26,Bangalore,Organic,Male,53
164,Customer_164,2024-03-06,Chennai,Organic,Female,50
165,Customer_165,2024-08-03,Mumbai,Referral,Male,30
166,Customer_166,2024-04-03,Delhi,Google Ads,Female,44
167,Customer_167,2024-09-07,Hyderabad,Referral,Male,40
168,Customer_168,2024-09-17,Mumbai,Organic,Male,34
169,Customer_169,2024-02-15,Pune,Organic,Female,29
170,Customer_170,2024-04-07,Hyderabad,Organic,Female,59
171,Customer_171,2024-12-01,Mumbai,Referral,Female,20
172,Customer_172,2024-07-31,Hyderabad,Organic,Female,50
173,Customer_173,2024-07-20,Mumbai,Instagram,Female,40
174,Customer_174,2024-02-02,Delhi,Facebook,Male,25
175,Customer_175,2024-01-14,Mumbai,Referral,Female,20
176,Customer_176,2024-04-14,Delhi,Instagram,Female,27
177,Customer_177,2024-06-12,Chennai,Referral,Female,32
178,Customer_178,2024-09-30,Hyderabad,Facebook,Female,27
179,Customer_179,2024-04-16,Delhi,Google Ads,Female,53
180,Customer_180,2024-04-23,Delhi,Google Ads,Male,47
181,Customer_181,2024-09-03,Delhi,Referral,Female,47
182,Customer_182,2024-05-18,Mumbai,Instagram,Male,59
183,Customer_183,2024-07-20,Mumbai,Organic,Female,42
184,Customer_184,2024-10-16,Chennai,Facebook,Male,32
185,Customer_185,2024-01-30,Bangalore,Referral,Female,57
186,Customer_186,2024-05-19,Chennai,Google Ads,Female,29
187,Customer_187,2024-09-23,Bangalore,Referral,Male,55
188,Customer_188,2024-07-16,Chennai,Organic,Female,47
189,Customer_189,2024-12-21,Pune,Google Ads,Male,40
190,Customer_190,2024-12-24,Chennai,Google Ads,Male,37
191,Customer_191,2024-07-31,Bangalore,Google Ads,Female,35
192,Customer_192,2024-11-11,Bangalore,Facebook,Male,36
193,Customer_193,2024-04-07,Chennai,Facebook,Male,37
194,Customer_194,2024-04-08,Chennai,Referral,Male,29
195,Customer_195,2024-03-22,Delhi,Facebook,Male,38
196,Customer_196,2024-01-21,Hyderabad,Google Ads,Male,40
197,Customer_197,2024-04-20,Hyderabad,Google Ads,Female,45
198,Customer_198,2024-03-29,Hyderabad,Facebook,Male,56
199,Customer_199,2024-12-02,Bangalore,Organic,Female,27
200,Customer_200,2024-05-01,Pune,Instagram,Male,46
201,Customer_201,2024-03-06,Chennai,Instagram,Female,19
202,Customer_202,2024-11-11,Mumbai,Instagram,Female,45
203,Customer_203,2024-11-03,Bangalore,Facebook,Male,30
204,Customer_204,2024-04-27,Delhi,Referral,Male,55
205,Customer_205,2024-12-25,Bangalore,Google Ads,Male,32
206,Customer_206,2024-09-12,Pune,Organic,Male,37
207,Customer_207,2024-11-17,Bangalore,Organic,Female,58
208,Customer_208,2024-12-08,Mumbai,Google Ads,Male,57
209,Customer_209,2024-08-09,Pune,Organic,Female,34
210,Customer_210,2024-10-14,Delhi,Instagram,Male,27
211,Customer_211,2024-11-12,Bangalore,Google Ads,Male,60
212,Customer_212,2024-12-30,Hyderabad,Referral,Female,49
213,Customer_213,2024-02-06,Bangalore,Referral,Female,50
214,Customer_214,2024-02-06,Mumbai,Facebook,Female,24
215,Customer_215,2024-08-18,Pune,Organic,Male,34
216,Customer_216,2024-06-20,Bangalore,Referral,Female,37
217,Customer_217,2024-02-29,Pune,Referral,Female,40
218,Customer_218,2024-07-09,Hyderabad,Google Ads,Female,34
219,Customer_219,2024-05-16,Chennai,Facebook,Male,24
220,Customer_220,2024-01-05,Pune,Instagram,Female,46
221,Customer_221,2024-08-17,Mumbai,Google Ads,Male,33
222,Customer_222,2024-04-01,Pune,Instagram,Male,46
223,Customer_223,2024-03-14,Pune,Facebook,Male,45
224,Customer_224,2024-07-09,Mumbai,Google Ads,Female,54
225,Customer_225,2024-07-06,Mumbai,Facebook,Female,59
226,Customer_226,2024-01-03,Pune,Google Ads,Female,32
227,Customer_227,2024-12-11,Chennai,Google Ads,Male,56
228,Customer_228,2024-06-25,Mumbai,Facebook,Female,18
229,Customer_229,2024-11-30,Mumbai,Instagram,Female,60
230,Customer_230,2024-01-28,Bangalore,Organic,Female,26
231,Customer_231,2024-05-18,Bangalore,Referral,Male,60
232,Customer_232,2024-11-30,Bangalore,Google Ads,Male,29
233,Customer_233,2024-11-25,Delhi,Referral,Female,21
234,Customer_234,2024-07-14,Chennai,Referral,Female,60
235,Customer_235,2024-06-15,Bangalore,Organic,Male,46
236,Customer_236,2024-11-28,Delhi,Organic,Female,28
237,Customer_237,2024-08-01,Delhi,Referral,Female,57
238,Customer_238,2024-01-21,Hyderabad,Google Ads,Male,47
239,Customer_239,2024-08-07,Bangalore,Organic,Female,20
240,Customer_240,2024-11-14,Chennai,Instagram,Male,30
241,Customer_241,2024-04-23,Hyderabad,Organic,Male,50
242,Customer_242,2024-10-02,Chennai,Referral,Female,36
243,Customer_243,2024-11-22,Bangalore,Instagram,Female,58
244,Customer_244,2024-11-28,Bangalore,Facebook,Male,30
245,Customer_245,2024-01-18,Pune,Facebook,Male,58
246,Customer_246,2024-06-02,Delhi,Referral,Female,26
247,Customer_247,2024-10-02,Mumbai,Instagram,Male,33
248,Customer_248,2024-03-19,Hyderabad,Instagram,Male,41
249,Customer_249,2024-02-24,Chennai,Referral,Male,19
250,Customer_250,2024-07-08,Chennai,Facebook,Male,59
251,Customer_251,2024-11-15,Mumbai,Instagram,Male,28
252,Customer_252,2024-11-21,Bangalore,Instagram,Female,33
253,Customer_253,2024-08-14,Chennai,Instagram,Male,55
254,Customer_254,2024-06-18,Delhi,Referral,Female,58
255,Customer_255,2024-09-05,Delhi,Facebook,Female,28
256,Customer_256,2024-08-22,Mumbai,Facebook,Male,59
257,Customer_257,2024-03-09,Bangalore,Referral,Male,60
258,Customer_258,2024-07-03,Mumbai,Referral,Male,31
259,Customer_259,2024-06-17,Hyderabad,Google Ads,Male,28
260,Customer_260,2024-11-10,Bangalore,Instagram,Male,45
261,Customer_261,2024-03-11,Chennai,Facebook,Female,42
262,Customer_262,2024-04-07,Hyderabad,Organic,Male,60
263,Customer_263,2024-03-22,Bangalore,Organic,Female,39
264,Customer_264,2024-06-21,Bangalore,Referral,Female,53
265,Customer_265,2024-02-03,Chennai,Instagram,Female,29
266,Customer_266,2024-10-21,Mumbai,Google Ads,Female,32
267,Customer_267,2024-07-02,Chennai,Facebook,Male,29
268,Customer_268,2024-08-11,Pune,Instagram,Female,25
269,Customer_269,2024-01-10,Mumbai,Organic,Male,43
270,Customer_270,2024-02-02,Bangalore,Organic,Male,39
271,Customer_271,2024-11-27,Bangalore,Instagram,Male,30
272,Customer_272,2024-05-06,Mumbai,Organic,Male,22
273,Customer_273,2024-09-16,Bangalore,Referral,Female,53
274,Customer_274,2024-03-11,Pune,Google Ads,Female,48
275,Customer_275,2024-10-24,Pune,Facebook,Male,25
276,Customer_276,2024-08-04,Hyderabad,Referral,Male,60
277,Customer_277,2024-06-28,Pune,Organic,Male,46
278,Customer_278,2024-10-26,Chennai,Google Ads,Male,33
279,Customer_279,2024-04-24,Bangalore,Google Ads,Male,35
280,Customer_280,2024-11-15,Delhi,Organic,Male,33
281,Customer_281,2024-01-03,Pune,Instagram,Female,41
282,Customer_282,2024-02-29,Bangalore,Facebook,Female,18
283,Customer_283,2024-02-02,Pune,Instagram,Male,60
284,Customer_284,2024-12-20,Chennai,Facebook,Female,33
285,Customer_285,2024-07-07,Delhi,Referral,Male,53
286,Customer_286,2024-08-11,Mumbai,Organic,Male,21
287,Customer_287,2024-02-25,Hyderabad,Referral,Female,30
288,Customer_288,2024-09-24,Pune,Facebook,Male,53
289,Customer_289,2024-12-05,Bangalore,Instagram,Male,26
290,Customer_290,2024-12-23,Chennai,Google Ads,Female,34
291,Customer_291,2024-02-02,Mumbai,Organic,Male,35
292,Customer_292,2024-09-13,Hyderabad,Instagram,Female,60
293,Customer_293,2024-12-07,Mumbai,Instagram,Male,26
294,Customer_294,2024-08-25,Pune,Google Ads,Female,52
295,Customer_295,2024-10-14,Delhi,Referral,Female,28
296,Customer_296,2024-04-11,Bangalore,Referral,Female,22
297,Customer_297,2024-02-17,Mumbai,Google Ads,Female,43
298,Customer_298,2024-04-30,Pune,Referral,Female,38
299,Customer_299,2024-10-01,Chennai,Instagram,Male,51
300,Customer_300,2024-02-25,Mumbai,Google Ads,Male,48
301,Customer_301,2024-08-07,Bangalore,Referral,Male,35
302,Customer_302,2024-03-12,Bangalore,Organic,Male,57
303,Customer_303,2024-10-26,Delhi,Instagram,Male,38
304,Customer_304,2024-12-17,Mumbai,Instagram,Male,33
305,Customer_305,2024-10-17,Pune,Organic,Female,41
306,Customer_306,2024-08-05,Pune,Organic,Female,32
307,Customer_307,2024-05-30,Mumbai,Facebook,Male,47
308,Customer_308,2024-02-06,Bangalore,Google Ads,Male,50
309,Customer_309,2024-12-16,Delhi,Google Ads,Female,29
310,Customer_310,2024-05-25,Hyderabad,Referral,Female,33
311,Customer_311,2024-08-02,Pune,Referral,Male,18
312,Customer_312,2024-05-28,Chennai,Facebook,Male,32
313,Customer_313,2024-08-12,Mumbai,Google Ads,Female,37
314,Customer_314,2024-06-02,Hyderabad,Google Ads,Female,32
315,Customer_315,2024-01-01,Hyderabad,Instagram,Female,27
316,Customer_316,2024-08-04,Pune,Facebook,Male,30
317,Customer_317,2024-08-23,Bangalore,Organic,Male,25
318,Customer_318,2024-03-15,Bangalore,Facebook,Male,21
319,Customer_319,2024-02-16,Bangalore,Referral,Female,60
320,Customer_320,2024-09-26,Chennai,Instagram,Male,44
321,Customer_321,2024-09-06,Hyderabad,Organic,Female,31
322,Customer_322,2024-11-21,Mumbai,Facebook,Female,50
323,Customer_323,2024-10-22,Hyderabad,Facebook,Male,29
324,Customer_324,2024-04-12,Delhi,Google Ads,Female,19
325,Customer_325,2024-07-25,Bangalore,Instagram,Female,52
326,Customer_326,2024-08-23,Pune,Instagram,Male,25
327,Customer_327,2024-04-25,Chennai,Referral,Female,22
328,Customer_328,2024-04-14,Delhi,Organic,Male,37
329,Customer_329,2024-09-12,Pune,Referral,Male,56
330,Customer_330,2024-09-01,Mumbai,Google Ads,Male,42
331,Customer_331,2024-03-02,Chennai,Facebook,Female,40
332,Customer_332,2024-02-23,Pune,Google Ads,Male,20
333,Customer_333,2024-04-22,Chennai,Facebook,Male,29
334,Customer_334,2024-05-12,Mumbai,Instagram,Male,55
335,Customer_335,2024-02-22,Hyderabad,Instagram,Female,45
336,Customer_336,2024-12-06,Hyderabad,Organic,Female,60
337,Customer_337,2024-07-19,Mumbai,Facebook,Female,54
338,Customer_338,2024-06-07,Mumbai,Referral,Female,27
339,Customer_339,2024-04-02,Hyderabad,Referral,Male,41
340,Customer_340,2024-04-15,Pune,Organic,Male,44
341,Customer_341,2024-03-29,Chennai,Organic,Male,37
342,Customer_342,2024-12-05,Delhi,Facebook,Female,54
343,Customer_343,2024-03-24,Delhi,Facebook,Male,51
344,Customer_344,2024-09-01,Chennai,Organic,Female,36
345,Customer_345,2024-05-25,Mumbai,Organic,Male,52
346,Customer_346,2024-01-31,Delhi,Organic,Female,22
347,Customer_347,2024-10-04,Bangalore,Organic,Female,51
348,Customer_348,2024-01-23,Bangalore,Instagram,Female,39
349,Customer_349,2024-10-06,Mumbai,Instagram,Male,53
350,Customer_350,2024-04-07,Bangalore,Facebook,Female,44
351,Customer_351,2024-05-05,Hyderabad,Google Ads,Female,44
352,Customer_352,2024-11-12,Mumbai,Organic,Female,36
353,Customer_353,2024-09-23,Pune,Organic,Male,48
354,Customer_354,2024-03-09,Pune,Instagram,Female,41
355,Customer_355,2024-06-14,Chennai,Instagram,Male,25
356,Customer_356,2024-11-23,Pune,Facebook,Male,38
357,Customer_357,2024-05-10,Bangalore,Facebook,Female,60
358,Customer_358,2024-12-04,Bangalore,Referral,Female,52
359,Customer_359,2024-10-14,Chennai,Google Ads,Female,49
360,Customer_360,2024-11-10,Delhi,Referral,Female,49
361,Customer_361,2024-09-07,Hyderabad,Facebook,Male,42
362,Customer_362,2024-10-10,Bangalore,Facebook,Female,49
363,Customer_363,2024-02-05,Delhi,Instagram,Male,25
364,Customer_364,2024-03-31,Mumbai,Instagram,Male,58
365,Customer_365,2024-07-03,Pune,Organic,Male,40
366,Customer_366,2024-02-09,Mumbai,Organic,Female,21
367,Customer_367,2024-12-27,Mumbai,Google Ads,Male,21
368,Customer_368,2024-04-19,Chennai,Google Ads,Male,20
369,Customer_369,2024-11-26,Pune,Organic,Male,25
370,Customer_370,2024-05-05,Delhi,Organic,Male,48
371,Customer_371,2024-07-14,Delhi,Google Ads,Female,21
372,Customer_372,2024-03-12,Mumbai,Google Ads,Male,35
373,Customer_373,2024-11-08,Hyderabad,Facebook,Male,19
374,Customer_374,2024-10-09,Pune,Facebook,Male,40
375,Customer_375,2024-03-20,Pune,Referral,Female,47
376,Customer_376,2024-01-28,Hyderabad,Google Ads,Male,58
377,Customer_377,2024-03-26,Hyderabad,Referral,Male,31
378,Customer_378,2024-09-21,Hyderabad,Instagram,Male,43
379,Customer_379,2024-08-27,Chennai,Referral,Female,37
380,Customer_380,2024-02-17,Bangalore,Referral,Female,33
381,Customer_381,2024-02-26,Chennai,Referral,Female,50
382,Customer_382,2024-04-13,Mumbai,Instagram,Female,26
383,Customer_383,2024-06-30,Hyderabad,Organic,Female,23
384,Customer_384,2024-08-26,Chennai,Instagram,Female,38
385,Customer_385,2024-09-08,Chennai,Organic,Female,19
386,Customer_386,2024-04-04,Mumbai,Referral,Female,46
387,Customer_387,2024-09-24,Delhi,Instagram,Female,50
388,Customer_388,2024-09-04,Bangalore,Facebook,Female,39
389,Customer_389,2024-12-03,Mumbai,Organic,Female,38
390,Customer_390,2024-05-01,Bangalore,Organic,Male,53
391,Customer_391,2024-06-23,Chennai,Referral,Male,48
392,Customer_392,2024-04-04,Mumbai,Instagram,Male,18
393,Customer_393,2024-08-19,Hyderabad,Instagram,Male,43
394,Customer_394,2024-09-21,Bangalore,Instagram,Male,35
395,Customer_395,2024-11-21,Bangalore,Organic,Male,54
396,Customer_396,2024-02-06,Delhi,Instagram,Male,57
397,Customer_397,2024-11-10,Mumbai,Referral,Female,31
398,Customer_398,2024-10-01,Hyderabad,Instagram,Female,26
399,Customer_399,2024-07-11,Delhi,Facebook,Male,24
400,Customer_400,2024-03-03,Bangalore,Facebook,Female,21
401,Customer_401,2024-04-28,Bangalore,Referral,Male,38
402,Customer_402,2024-08-07,Hyderabad,Instagram,Male,18
403,Customer_403,2024-12-16,Chennai,Google Ads,Male,39
404,Customer_404,2024-12-06,Chennai,Instagram,Female,40
405,Customer_405,2024-10-23,Delhi,Referral,Female,35
406,Customer_406,2024-09-22,Hyderabad,Organic,Female,36
407,Customer_407,2024-01-26,Bangalore,Instagram,Female,28
408,Customer_408,2024-06-22,Delhi,Referral,Male,26
409,Customer_409,2024-03-28,Chennai,Instagram,Female,30
410,Customer_410,2024-07-30,Mumbai,Facebook,Female,53
411,Customer_411,2024-10-05,Pune,Facebook,Female,34
412,Customer_412,2024-07-06,Pune,Facebook,Male,21
413,Customer_413,2024-07-10,Pune,Organic,Male,47
414,Customer_414,2024-01-23,Bangalore,Organic,Male,26
415,Customer_415,2024-04-15,Bangalore,Referral,Male,24
416,Customer_416,2024-04-28,Chennai,Facebook,Male,18
417,Customer_417,2024-11-04,Chennai,Google Ads,Male,60
418,Customer_418,2024-02-27,Mumbai,Facebook,Male,57
419,Customer_419,2024-04-11,Mumbai,Google Ads,Male,22
420,Customer_420,2024-08-31,Pune,Instagram,Male,23
421,Customer_421,2024-12-04,Chennai,Referral,Female,41
422,Customer_422,2024-06-21,Chennai,Organic,Male,19
423,Customer_423,2024-11-23,Chennai,Instagram,Female,35
424,Customer_424,2024-01-18,Mumbai,Facebook,Female,42
425,Customer_425,2024-01-10,Delhi,Instagram,Male,46
426,Customer_426,2024-05-13,Chennai,Instagram,Male,19
427,Customer_427,2024-07-28,Pune,Organic,Male,46
428,Customer_428,2024-01-05,Mumbai,Referral,Male,44
429,Customer_429,2024-11-19,Mumbai,Facebook,Female,57
430,Customer_430,2024-08-31,Chennai,Instagram,Female,41
431,Customer_431,2024-11-09,Delhi,Facebook,Female,52
432,Customer_432,2024-06-12,Chennai,Instagram,Female,30
433,Customer_433,2024-10-15,Bangalore,Facebook,Male,29
434,Customer_434,2024-12-14,Delhi,Organic,Female,35
435,Customer_435,2024-02-11,Delhi,Instagram,Male,34
436,Customer_436,2024-11-11,Bangalore,Facebook,Female,40
437,Customer_437,2024-01-03,Mumbai,Instagram,Male,53
438,Customer_438,2024-06-30,Bangalore,Referral,Male,20
439,Customer_439,2024-11-08,Mumbai,Organic,Female,28
440,Customer_440,2024-11-30,Bangalore,Facebook,Male,34
441,Customer_441,2024-08-31,Hyderabad,Instagram,Male,18
442,Customer_442,2024-08-30,Chennai,Instagram,Female,58
443,Customer_443,2024-02-26,Chennai,Referral,Male,59
444,Customer_444,2024-06-15,Bangalore,Instagram,Male,58
445,Customer_445,2024-05-29,Chennai,Referral,Female,32
446,Customer_446,2024-05-15,Pune,Google Ads,Male,41
447,Customer_447,2024-09-14,Delhi,Instagram,Female,32
448,Customer_448,2024-06-11,Hyderabad,Google Ads,Female,24
449,Customer_449,2024-06-02,Bangalore,Organic,Female,23
450,Customer_450,2024-09-07,Hyderabad,Google Ads,Female,42
451,Customer_451,2024-02-07,Hyderabad,Google Ads,Female,40
452,Customer_452,2024-07-25,Hyderabad,Facebook,Male,42
453,Customer_453,2024-08-23,Mumbai,Facebook,Female,32
454,Customer_454,2024-08-06,Pune,Instagram,Female,48
455,Customer_455,2024-02-08,Pune,Referral,Female,36
456,Customer_456,2024-04-22,Bangalore,Referral,Female,51
457,Customer_457,2024-09-10,Delhi,Organic,Female,51
458,Customer_458,2024-11-06,Chennai,Instagram,Female,54
459,Customer_459,2024-02-26,Delhi,Referral,Male,55
460,Customer_460,2024-05-13,Hyderabad,Organic,Male,25
