customer_id,customer_name,signup_date,city,acquisition_channel,gender,age
69,Customer_69,2023-06-01,Delhi,Organic,Female,52
70,Customer_70,2024-05-05,Kolkata,Organic,Female,26
71,Customer_71,2024-10-03,Bengaluru,Referral,Male,59
72,Customer_72,2024-06-10,Chennai,Google Ads,Female,21
73,Customer_73,2024-11-04,Hyderabad,Instagram,Male,48
74,Customer_74,2023-03-01,Delhi,Instagram,Male,65
75,Customer_75,2024-02-13,Pune,Influencer,Male,53
76,Customer_76,2023-10-10,Pune,Referral,Female,40
77,Customer_77,2024-04-15,Ahmedabad,Google Ads,Female,61
78,Customer_78,2024-08-17,Chennai,Organic,Female,27
79,Customer_79,2024-05-11,Hyderabad,Influencer,Female,20
80,Customer_80,2024-10-16,Mumbai,Organic,Female,52
81,Customer_81,2023-09-29,Mumbai,Facebook,Male,19
82,Customer_82,2024-06-30,Delhi,Referral,Female,54
83,Customer_83,2023-02-15,Kolkata,Google Ads,Male,50
84,Customer_84,2023-04-18,Bengaluru,Organic,Female,39
85,Customer_85,2024-07-14,Chennai,Google Ads,Male,28
86,Customer_86,2023-10-27,Chennai,Google Ads,Female,26
87,Customer_87,2024-02-02,Delhi,Influencer,Male,56
88,Customer_88,2024-10-25,Ahmedabad,Referral,Female,52
89,Customer_89,2023-06-24,Hyderabad,Organic,Male,28
90,Customer_90,2023-01-30,Bengaluru,Google Ads,Male,41
91,Customer_91,2023-03-07,Pune,Google Ads,Male,56
92,Customer_92,2024-09-16,Delhi,Organic,Female,49
93,Customer_93,2023-04-20,Bengaluru,Google Ads,Female,59
94,Customer_94,2023-05-01,Pune,Google Ads,Female,25
95,Customer_95,2024-07-22,Delhi,Referral,Female,55
96,Customer_96,2023-12-20,Bengaluru,Organic,Male,49
97,Customer_97,2023-11-16,Chennai,Facebook,Male,28
98,Customer_98,2023-11-29,Kolkata,Google Ads,Female,38
99,Customer_99,2024-11-03,Ahmedabad,Google Ads,Male,30
100,Customer_100,2024-04-19,Delhi,Referral,Female,40
101,Customer_101,2024-02-24,Kolkata,Organic,Female,65
102,Customer_102,2024-08-03,Mumbai,Google Ads,Female,25
103,Customer_103,2023-11-24,Chennai,Referral,Female,34
104,Customer_104,2023-05-29,Chennai,Organic,Male,53
105,Customer_105,2023-05-07,Chennai,Organic,Female,58
106,Customer_106,2024-02-15,Kolkata,Organic,Female,61
107,Customer_107,2024-02-24,Pune,Organic,Female,61
108,Customer_108,2024-10-10,Delhi,Google Ads,Female,21
109,Customer_109,2024-02-14,Mumbai,Organic,Female,26
110,Customer_110,2023-12-09,Kolkata,Referral,Female,48
111,Customer_111,2023-12-13,Hyderabad,Organic,Male,58
112,Customer_112,2023-05-04,Chennai,Google Ads,Male,47
113,Customer_113,2024-06-11,Chennai,Instagram,Female,23
114,Customer_114,2024-07-23,Delhi,Google Ads,Male,24
115,Customer_115,2023-06-09,Pune,Influencer,Female,31
116,Customer_116,2024-09-12,Mumbai,Facebook,Male,54
117,Customer_117,2024-03-03,Mumbai,Organic,Female,44
118,Customer_118,2023-02-15,Mumbai,Instagram,Male,48
119,Customer_119,2024-11-04,Pune,Google Ads,Female,56
120,Customer_120,2024-05-06,Chennai,Google Ads,Female,34
121,Customer_121,2023-02-07,Ahmedabad,Organic,Female,41
122,Customer_122,2023-09-17,Ahmedabad,Organic,Female,50
123,Customer_123,2024-02-14,Chennai,Organic,Male,44
124,Customer_124,2023-03-08,Chennai,Influencer,Male,50
125,Customer_125,2024-06-18,Pune,Google Ads,Female,41
126,Customer_126,2023-07-05,Bengaluru,Influencer,Male,34
127,Customer_127,2024-06-24,Kolkata,Instagram,Male,19
128,Customer_128,2024-04-19,Delhi,Organic,Male,50
129,Customer_129,2023-08-05,Chennai,Facebook,Female,26
130,Customer_130,2024-07-26,Pune,Google Ads,Female,52
131,Customer_131,2024-09-22,Delhi,Organic,Male,64
132,Customer_132,2023-05-28,Mumbai,Facebook,Male,60
133,Customer_133,2023-02-05,Chennai,Facebook,Male,26
134,Customer_134,2023-10-01,Pune,Organic,Male,29
135,Customer_135,2024-12-10,Hyderabad,Facebook,Male,44
136,Customer_136,2024-10-18,Ahmedabad,Referral,Male,37
137,Customer_137,2023-08-15,Pune,Referral,Male,47
138,Customer_138,2024-11-27,Kolkata,Organic,Female,27
139,Customer_139,2024-06-04,Hyderabad,Google Ads,Male,24
140,Customer_140,2023-12-28,Chennai,Google Ads,Male,28
141,Customer_141,2024-05-30,Delhi,Referral,Male,45
142,Customer_142,2024-11-10,Kolkata,Organic,Male,33
143,Customer_143,2023-08-19,Ahmedabad,Organic,Male,52
144,Customer_144,2024-03-08,Kolkata,Google Ads,Female,63
145,Customer_145,2023-08-03,Chennai,Instagram,Female,53
146,Customer_146,2024-09-13,Ahmedabad,Organic,Male,65
147,Customer_147,2023-07-20,Bengaluru,Facebook,Female,63
148,Customer_148,2024-11-26,Mumbai,Organic,Male,59
149,Customer_149,2024-03-19,Delhi,Referral,Female,19
150,Customer_150,2024-07-14,Mumbai,Instagram,Female,36
151,Customer_151,2024-01-09,Kolkata,Organic,Female,35
152,Customer_152,2023-12-29,Ahmedabad,Influencer,Male,27
153,Customer_153,2024-07-27,Delhi,Influencer,Female,42
154,Customer_154,2024-09-15,Hyderabad,Referral,Female,34
155,Customer_155,2024-11-29,Bengaluru,Google Ads,Female,52
156,Customer_156,2024-06-22,Bengaluru,Referral,Female,20
157,Customer_157,2023-03-24,Hyderabad,Organic,Female,54
158,Customer_158,2023-04-22,Kolkata,Facebook,Female,57
159,Customer_159,2024-05-05,Hyderabad,Organic,Female,26
160,Customer_160,2023-01-28,Bengaluru,Google Ads,Male,52
161,Customer_161,2023-09-19,Hyderabad,Influencer,Male,56
162,Customer_162,2024-06-17,Bengaluru,Facebook,Female,63
163,Customer_163,2023-06-06,Chennai,Influencer,Male,38
164,Customer_164,2024-04-24,Delhi,Google Ads,Female,44
165,Customer_165,2023-02-12,Ahmedabad,Organic,Male,46
166,Customer_166,2023-07-13,Bengaluru,Instagram,Female,48
167,Customer_167,2024-06-26,Hyderabad,Google Ads,Male,42
168,Customer_168,2023-02-04,Ahmedabad,Facebook,Female,33
169,Customer_169,2024-06-17,Pune,Organic,Female,65
170,Customer_170,2024-08-17,Hyderabad,Google Ads,Male,51
171,Customer_171,2023-05-06,Pune,Referral,Male,53
172,Customer_172,2023-06-24,Ahmedabad,Google Ads,Male,24
173,Customer_173,2024-03-01,Kolkata,Influencer,Male,30
174,Customer_174,2023-02-22,Chennai,Facebook,Male,51
175,Customer_175,2023-09-30,Pune,Organic,Male,20
176,Customer_176,2023-08-12,Bengaluru,Referral,Male,40
177,Customer_177,2024-12-11,Ahmedabad,Referral,Male,30
178,Customer_178,2024-10-28,Ahmedabad,Organic,Male,28
179,Customer_179,2024-10-29,Bengaluru,Organic,Male,36
180,Customer_180,2024-09-24,Hyderabad,Google Ads,Female,22
181,Customer_181,2024-12-18,Mumbai,Google Ads,Male,49
182,Customer_182,2023-02-24,Pune,Organic,Female,47
183,Customer_183,2023-03-31,Delhi,Organic,Female,42
184,Customer_184,2024-07-23,Bengaluru,Google Ads,Male,28
185,Customer_185,2023-08-31,Mumbai,Instagram,Female,43
186,Customer_186,2023-10-13,Mumbai,Google Ads,Male,40
187,Customer_187,2023-03-18,Mumbai,Influencer,Male,48
188,Customer_188,2024-12-11,Mumbai,Instagram,Female,29
189,Customer_189,2024-05-21,Bengaluru,Organic,Female,23
190,Customer_190,2024-12-15,Ahmedabad,Instagram,Female,50
191,Customer_191,2023-12-31,Bengaluru,Facebook,Male,59
192,Customer_192,2023-09-16,Delhi,Organic,Male,37
193,Customer_193,2024-08-31,Mumbai,Google Ads,Male,19
194,Customer_194,2023-12-17,Mumbai,Facebook,Male,33
195,Customer_195,2024-11-11,Ahmedabad,Facebook,Male,56
196,Customer_196,2024-05-29,Ahmedabad,Organic,Male,18
197,Customer_197,2024-09-19,Chennai,Organic,Female,19
198,Customer_198,2024-03-30,Chennai,Referral,Female,58
199,Customer_199,2024-10-02,Hyderabad,Google Ads,Male,24
200,Customer_200,2023-08-21,Pune,Google Ads,Male,42
201,Customer_201,2023-10-08,Ahmedabad,Facebook,Female,34
202,Customer_202,2024-04-01,Kolkata,Google Ads,Female,28
203,Customer_203,2023-04-15,Hyderabad,Organic,Female,63
204,Customer_204,2024-02-18,Delhi,Referral,Female,28
205,Customer_205,2023-04-14,Delhi,Google Ads,Female,59
206,Customer_206,2024-07-03,Kolkata,Organic,Female,52
207,Customer_207,2024-07-05,Kolkata,Instagram,Female,46
208,Customer_208,2023-09-06,Mumbai,Google Ads,Male,65
209,Customer_209,2024-09-28,Delhi,Google Ads,Female,60
210,Customer_210,2024-08-17,Mumbai,Google Ads,Female,58
211,Customer_211,2024-05-23,Hyderabad,Instagram,Male,56
212,Customer_212,2024-06-10,Pune,Instagram,Female,32
213,Customer_213,2024-12-08,Chennai,Referral,Female,40
214,Customer_214,2024-02-03,Delhi,Organic,Female,42
215,Customer_215,2024-09-29,Pune,Referral,Male,53
216,Customer_216,2024-08-21,Kolkata,Google Ads,Male,24
217,Customer_217,2023-08-30,Delhi,Organic,Female,48
218,Customer_218,2023-06-11,Kolkata,Google Ads,Female,19
219,Customer_219,2024-07-12,Bengaluru,Influencer,Male,31
220,Customer_220,2024-02-12,Bengaluru,Google Ads,Female,58
221,Customer_221,2024-06-12,Bengaluru,Google Ads,Female,37
222,Customer_222,2023-01-04,Bengaluru,Referral,Female,60
223,Customer_223,2023-06-04,Ahmedabad,Instagram,Male,59
224,Customer_224,2023-04-19,Delhi,Referral,Female,39
225,Customer_225,2024-08-31,Mumbai,Organic,Female,33
226,Customer_226,2023-06-02,Ahmedabad,Google Ads,Male,53
227,Customer_227,2024-03-09,Mumbai,Organic,Female,45
228,Customer_228,2023-03-06,Ahmedabad,Google Ads,Female,48
229,Customer_229,2023-12-26,Bengaluru,Influencer,Female,29
230,Customer_230,2024-03-14,Bengaluru,Organic,Male,45
231,Customer_231,2023-04-22,Pune,Influencer,Male,27
232,Customer_232,2024-09-08,Chennai,Organic,Female,24
233,Customer_233,2024-12-12,Delhi,Google Ads,Male,44
234,Customer_234,2024-10-10,Bengaluru,Instagram,Female,38
235,Customer_235,2024-03-13,Chennai,Organic,Male,51
236,Customer_236,2024-03-05,Chennai,Organic,Female,51
237,Customer_237,2024-04-16,Chennai,Google Ads,Female,31
238,Customer_238,2024-12-25,Ahmedabad,Organic,Female,34
239,Customer_239,2023-11-15,Bengaluru,Referral,Male,18
240,Customer_240,2023-07-22,Pune,Instagram,Male,60
241,Customer_241,2023-12-11,Kolkata,Instagram,Female,56
242,Customer_242,2024-01-21,Bengaluru,Influencer,Female,61
243,Customer_243,2024-04-08,Pune,Instagram,Female,18
244,Customer_244,2023-12-31,Kolkata,Facebook,Female,48
245,Customer_245,2023-01-11,Pune,Google Ads,Male,56
246,Customer_246,2023-01-24,Chennai,Google Ads,Male,25
247,Customer_247,2023-12-05,Kolkata,Organic,Female,63
248,Customer_248,2023-09-21,Hyderabad,Organic,Male,22
249,Customer_249,2023-08-23,Mumbai,Organic,Female,57
250,Customer_250,2024-07-06,Ahmedabad,Organic,Male,36
251,Customer_251,2023-05-10,Bengaluru,Referral,Male,25
252,Customer_252,2024-12-12,Bengaluru,Referral,Male,55
253,Customer_253,2024-02-02,Hyderabad,Organic,Male,36
254,Customer_254,2024-02-23,Pune,Instagram,Female,30
255,Customer_255,2023-02-22,Kolkata,Google Ads,Female,58
256,Customer_256,2024-07-03,Mumbai,Instagram,Male,22
257,Customer_257,2024-04-09,Kolkata,Referral,Female,58
258,Customer_258,2024-10-13,Mumbai,Facebook,Female,24
259,Customer_259,2023-05-12,Kolkata,Organic,Female,51
260,Customer_260,2024-09-28,Mumbai,Organic,Male,62
261,Customer_261,2023-10-30,Hyderabad,Referral,Male,47
262,Customer_262,2024-01-31,Bengaluru,Google Ads,Male,18
263,Customer_263,2024-01-11,Bengaluru,Organic,Male,30
264,Customer_264,2023-12-15,Chennai,Organic,Male,52
265,Customer_265,2023-03-16,Delhi,Google Ads,Female,26
266,Customer_266,2023-06-24,Mumbai,Organic,Female,61
267,Customer_267,2023-05-03,Kolkata,Organic,Female,41
268,Customer_268,2023-07-15,Delhi,Facebook,Female,48
269,Customer_269,2023-03-08,Mumbai,Instagram,Female,52
270,Customer_270,2023-02-20,Pune,Referral,Male,64
271,Customer_271,2023-10-10,Ahmedabad,Instagram,Male,37
272,Customer_272,2023-06-05,Chennai,Google Ads,Male,31
273,Customer_273,2023-11-11,Bengaluru,Organic,Female,22
274,Customer_274,2024-05-05,Pune,Organic,Male,62
275,Customer_275,2023-02-18,Bengaluru,Organic,Female,23
276,Customer_276,2023-07-26,Delhi,Referral,Male,19
277,Customer_277,2023-11-19,Delhi,Organic,Female,24
278,Customer_278,2023-09-17,Ahmedabad,Influencer,Female,61
279,Customer_279,2023-12-09,Delhi,Organic,Female,61
280,Customer_280,2024-05-15,Kolkata,Organic,Female,41
281,Customer_281,2023-07-26,Chennai,Instagram,Female,43
282,Customer_282,2024-07-04,Bengaluru,Instagram,Male,45
283,Customer_283,2024-04-21,Hyderabad,Instagram,Male,48
284,Customer_284,2023-05-30,Ahmedabad,Google Ads,Female,25
285,Customer_285,2023-09-28,Bengaluru,Organic,Male,59
286,Customer_286,2023-08-01,Chennai,Influencer,Female,61
287,Customer_287,2023-01-10,Bengaluru,Organic,Female,40
288,Customer_288,2023-06-26,Kolkata,Referral,Male,30
289,Customer_289,2024-12-19,Chennai,Organic,Female,36
290,Customer_290,2024-03-08,Kolkata,Instagram,Male,23
291,Customer_291,2024-02-11,Kolkata,Referral,Male,56
292,Customer_292,2024-07-10,Ahmedabad,Organic,Female,63
293,Customer_293,2023-09-02,Pune,Google Ads,Male,65
294,Customer_294,2023-10-02,Mumbai,Organic,Male,32
295,Customer_295,2023-08-19,Chennai,Instagram,Female,47
296,Customer_296,2023-02-13,Chennai,Referral,Female,62
297,Customer_297,2023-04-04,Hyderabad,Organic,Female,39
298,Customer_298,2024-12-13,Bengaluru,Facebook,Female,65
299,Customer_299,2023-11-18,Kolkata,Organic,Female,25
300,Customer_300,2024-12-23,Hyderabad,Google Ads,Male,33
301,Customer_301,2023-11-30,Pune,Referral,Female,57
302,Customer_302,2024-11-20,Chennai,Organic,Female,28
303,Customer_303,2024-08-02,Chennai,Facebook,Female,47
304,Customer_304,2024-06-14,Bengaluru,Facebook,Male,35
305,Customer_305,2023-09-30,Kolkata,Organic,Female,23
306,Customer_306,2024-09-24,Pune,Google Ads,Male,65
307,Customer_307,2024-07-26,Hyderabad,Organic,Male,63
308,Customer_308,2023-02-13,Pune,Instagram,Male,19
309,Customer_309,2024-05-16,Hyderabad,Facebook,Male,46
310,Customer_310,2023-02-22,Delhi,Facebook,Male,49
311,Customer_311,2023-07-25,Delhi,Organic,Female,20
312,Customer_312,2023-07-24,Hyderabad,Google Ads,Female,46
313,Customer_313,2024-12-11,Bengaluru,Referral,Female,22
314,Customer_314,2023-04-18,Chennai,Google Ads,Female,23
315,Customer_315,2023-03-24,Hyderabad,Organic,Male,50
316,Customer_316,2023-09-04,Hyderabad,Organic,Female,18
317,Customer_317,2024-10-06,Delhi,Organic,Male,37
318,Customer_318,2023-06-20,Kolkata,Organic,Female,23
319,Customer_319,2024-03-17,Ahmedabad,Organic,Female,29
320,Customer_320,2024-08-28,Delhi,Referral,Male,26
321,Customer_321,2024-03-04,Ahmedabad,Organic,Male,27
322,Customer_322,2024-09-08,Ahmedabad,Google Ads,Female,49
323,Customer_323,2024-09-10,Mumbai,Instagram,Male,31
324,Customer_324,2024-08-31,Bengaluru,Facebook,Male,30
325,Customer_325,2024-05-18,Hyderabad,Referral,Female,61
326,Customer_326,2023-04-14,Kolkata,Organic,Male,26
327,Customer_327,2024-08-20,Bengaluru,Referral,Female,19
328,Customer_328,2024-11-12,Kolkata,Google Ads,Female,38
329,Customer_329,2023-09-24,Pune,Organic,Female,32
330,Customer_330,2023-12-04,Bengaluru,Google Ads,Female,51
331,Customer_331,2023-05-31,Pune,Instagram,Male,34
332,Customer_332,2024-07-15,Bengaluru,Organic,Male,47
333,Customer_333,2024-12-01,Mumbai,Google Ads,Male,65
334,Customer_334,2024-02-21,Kolkata,Referral,Male,54
335,Customer_335,2023-01-26,Mumbai,Organic,Male,63
336,Customer_336,2023-11-14,Mumbai,Instagram,Male,65
337,Customer_337,2023-10-29,Mumbai,Google Ads,Male,47
338,Customer_338,2024-12-09,Hyderabad,Facebook,Female,20
339,Customer_339,2024-01-27,Hyderabad,Referral,Male,52
340,Customer_340,2024-06-17,Ahmedabad,Organic,Male,38
341,Customer_341,2023-05-04,Ahmedabad,Referral,Male,24
342,Customer_342,2023-08-27,Delhi,Facebook,Male,39
343,Customer_343,2023-07-02,Kolkata,Instagram,Female,64
344,Customer_344,2023-07-19,Ahmedabad,Google Ads,Male,47
345,Customer_345,2024-02-10,Hyderabad,Instagram,Male,24
346,Customer_346,2024-12-05,Kolkata,Instagram,Male,24
347,Customer_347,2023-07-14,Pune,Google Ads,Female,20
348,Customer_348,2023-01-21,Mumbai,Organic,Female,62
349,Customer_349,2024-08-16,Kolkata,Instagram,Female,31
350,Customer_350,2023-09-24,Delhi,Organic,Female,43
351,Customer_351,2023-11-23,Pune,Organic,Male,65
352,Customer_352,2024-01-06,Bengaluru,Organic,Male,45
353,Customer_353,2023-07-18,Ahmedabad,Influencer,Female,22
354,Customer_354,2024-10-22,Bengaluru,Organic,Female,32
355,Customer_355,2023-08-30,Pune,Organic,Female,53
356,Customer_356,2024-01-11,Hyderabad,Instagram,Female,52
357,Customer_357,2023-01-17,Bengaluru,Google Ads,Male,24
358,Customer_358,2024-02-01,Bengaluru,Organic,Male,27
359,Customer_359,2023-07-01,Pune,Organic,Male,40
360,Customer_360,2023-06-12,Hyderabad,Google Ads,Male,23
361,Customer_361,2023-10-06,Mumbai,Instagram,Female,25
362,Customer_362,2024-06-06,Delhi,Organic,Male,51
363,Customer_363,2023-05-17,Delhi,Influencer,Female,65
364,Customer_364,2024-10-13,Bengaluru,Referral,Female,26
365,Customer_365,2023-04-27,Mumbai,Organic,Male,62
366,Customer_366,2024-06-18,Kolkata,Organic,Female,49
367,Customer_367,2024-02-10,Hyderabad,Organic,Male,41
368,Customer_368,2023-11-09,Mumbai,Organic,Female,51
369,Customer_369,2024-12-05,Pune,Organic,Male,34
370,Customer_370,2023-05-24,Ahmedabad,Google Ads,Male,58
371,Customer_371,2024-12-23,Mumbai,Instagram,Female,37
372,Customer_372,2023-09-19,Ahmedabad,Google Ads,Male,35
373,Customer_373,2024-04-23,Bengaluru,Organic,Male,43
374,Customer_374,2023-02-22,Pune,Google Ads,Female,54
375,Customer_375,2024-02-08,Pune,Referral,Male,54
376,Customer_376,2024-02-27,Hyderabad,Google Ads,Female,62
377,Customer_377,2023-08-14,Delhi,Organic,Female,61
378,Customer_378,2024-09-08,Mumbai,Google Ads,Female,47
379,Customer_379,2023-04-22,Hyderabad,Instagram,Female,36
380,Customer_380,2023-09-18,Chennai,Google Ads,Female,20
381,Customer_381,2023-09-07,Ahmedabad,Organic,Female,44
382,Customer_382,2024-07-06,Delhi,Referral,Male,44
383,Customer_383,2024-02-03,Hyderabad,Google Ads,Female,50
384,Customer_384,2024-08-29,Kolkata,Google Ads,Female,64
385,Customer_385,2023-11-06,Hyderabad,Google Ads,Male,20
386,Customer_386,2024-11-08,Delhi,Instagram,Male,29
387,Customer_387,2023-02-04,Ahmedabad,Google Ads,Female,33
388,Customer_388,2024-09-23,Ahmedabad,Organic,Male,19
389,Customer_389,2024-08-05,Ahmedabad,Google Ads,Male,19
390,Customer_390,2023-06-30,Mumbai,Organic,Male,49
391,Customer_391,2023-01-18,Bengaluru,Instagram,Female,57
392,Customer_392,2023-05-29,Chennai,Google Ads,Female,51
393,Customer_393,2023-05-27,Hyderabad,Facebook,Male,35
394,Customer_394,2023-09-30,Delhi,Organic,Female,46
395,Customer_395,2023-10-07,Kolkata,Referral,Female,35
396,Customer_396,2023-08-04,Mumbai,Instagram,Male,45
397,Customer_397,2024-12-16,Ahmedabad,Referral,Female,56
398,Customer_398,2023-06-12,Bengaluru,Organic,Female,31
399,Customer_399,2023-10-24,Chennai,Google Ads,Female,46
400,Customer_400,2023-05-17,Pune,Referral,Male,52
401,Customer_401,2024-08-28,Hyderabad,Facebook,Male,28
402,Customer_402,2023-03-16,Mumbai,Facebook,Female,50
403,Customer_403,2024-03-02,Mumbai,Influencer,Male,47
404,Customer_404,2023-04-02,Delhi,Google Ads,Male,29
405,Customer_405,2024-08-01,Chennai,Facebook,Female,23
406,Customer_406,2024-01-16,Hyderabad,Referral,Male,58
407,Customer_407,2024-09-26,Pune,Organic,Male,21
408,Customer_408,2024-05-17,Chennai,Organic,Female,38
409,Customer_409,2024-05-22,Delhi,Google Ads,Female,62
410,Customer_410,2024-02-18,Delhi,Organic,Male,45
411,Customer_411,2023-02-05,Kolkata,Referral,Female,38
412,Customer_412,2023-01-04,Bengaluru,Organic,Female,57
413,Customer_413,2023-10-21,Kolkata,Organic,Female,41
414,Customer_414,2024-10-11,Chennai,Google Ads,Male,19
415,Customer_415,2024-04-14,Chennai,Facebook,Female,25
416,Customer_416,2023-10-19,Bengaluru,Influencer,Male,31
417,Customer_417,2023-09-01,Bengaluru,Facebook,Female,45
418,Customer_418,2023-02-13,Chennai,Facebook,Male,53
419,Customer_419,2024-12-29,Delhi,Referral,Male,56
420,Customer_420,2023-12-06,Kolkata,Organic,Male,22
421,Customer_421,2023-03-05,Bengaluru,Instagram,Female,63
422,Customer_422,2023-10-20,Chennai,Google Ads,Male,41
423,Customer_423,2023-04-15,Pune,Referral,Female,65
424,Customer_424,2024-11-16,Delhi,Instagram,Male,22
425,Customer_425,2023-02-20,Mumbai,Google Ads,Male,58
426,Customer_426,2024-09-16,Mumbai,Referral,Male,53
427,Customer_427,2024-10-18,Hyderabad,Organic,Female,33
428,Customer_428,2023-03-19,Chennai,Organic,Female,58
429,Customer_429,2023-08-24,Delhi,Instagram,Female,54
430,Customer_430,2023-11-23,Bengaluru,Google Ads,Female,36
431,Customer_431,2023-05-25,Chennai,Google Ads,Female,64
432,Customer_432,2024-06-04,Hyderabad,Google Ads,Female,56
433,Customer_433,2024-05-28,Hyderabad,Facebook,Female,41
434,Customer_434,2024-06-18,Pune,Referral,Male,38
435,Customer_435,2023-07-05,Chennai,Google Ads,Female,22
436,Customer_436,2024-06-17,Kolkata,Facebook,Female,19
437,Customer_437,2024-10-22,Pune,Google Ads,Male,41
438,Customer_438,2024-05-21,Pune,Organic,Female,28
439,Customer_439,2024-02-29,Kolkata,Instagram,Male,59
440,Customer_440,2023-11-11,Delhi,Organic,Female,57
441,Customer_441,2023-03-25,Chennai,Organic,Male,49
442,Customer_442,2023-10-08,Ahmedabad,Google Ads,Female,30
443,Customer_443,2024-11-20,Kolkata,Instagram,Male,52
444,Customer_444,2023-01-12,Chennai,Facebook,Female,22
445,Customer_445,2024-06-16,Kolkata,Referral,Male,59
446,Customer_446,2024-10-28,Chennai,Organic,Female,57
447,Customer_447,2024-10-11,Pune,Google Ads,Male,24
448,Customer_448,2023-10-04,Delhi,Referral,Female,35
449,Customer_449,2024-02-17,Bengaluru,Google Ads,Female,40
450,Customer_450,2024-01-27,Ahmedabad,Google Ads,Female,27
451,Customer_451,2024-12-07,Chennai,Instagram,Female,36
452,Customer_452,2023-03-21,Mumbai,Referral,Male,29
